Planet Name,Discovery Method,Discovery Year,Controversial Flag,Orbital Period [days],Planet Radius [Earth Radius],Planet Mass [Earth Mass],Orbit Semi-Major Axis [au],Eccentricity,Equilibrium Temperature [K],Insolation Flux [Earth Flux]
CoRoT-19 b,Transit,2011,0,3.89713,14.46,352.78,0.0518,0.047,2000,1103.81
CoRoT-2 b,Transit,2008,0,1.7429935,16.432,1102.82,0.02798,0.0143,1521,932.91
CoRoT-21 b,Transit,2012,0,2.72474,14.572,718.2958,0.0417,0,,
CoRoT-22 b,Transit,2014,0,9.75598,4.88,12.2,0.092,0.077,885,
CoRoT-23 b,Transit,2011,0,3.6313,11.77,889.9,0.048,0.16,1660,
CoRoT-25 b,Transit,2013,0,4.86069,12.11,85.81,0.0578,0,1330,
CoRoT-26 b,Transit,2013,0,4.20474,14.12,165.26,0.0526,0,1600,
CoRoT-27 b,Transit,2014,0,3.57532,11.287,3302.11,0.0476,0.065,1500,
CoRoT-28 b,Transit,2015,0,5.20851,10.705,153.82972,0.0603,0.047,,
CoRoT-29 b,Transit,2015,0,2.85057,10.088,270.1555,0.0386,0.082,,
CoRoT-3 b,Transit,2008,0,4.2568,11.32,6883.91,0.05783,0,1695,
CoRoT-30 b,Transit,2020,0,9.06005,11.31,921.707,0.0844,0.007,,
CoRoT-31 b,Transit,2020,0,4.62941,16.365,266.9772,0.0586,0.02,,
CoRoT-35 b,Transit,2022,0,3.22748,18.831,349.61125,0.0429,0,1747,
CoRoT-36 b,Transit,2022,0,5.616531,15.805,216.12332,0.066,0,1567,
CoRoT-4 b,Transit,2008,0,9.20205,13.34,228.83,0.09,0,1074,203.95
CoRoT-5 b,Transit,2009,0,4.0378962,15.558,148.42,0.04947,0.09,1438,786.29
CoRoT-6 b,Transit,2009,0,8.886593,13.068,940.74,0.0855,0.1,1017,
CoRoT-8 b,Transit,2010,0,6.21229,6.39,69.92,0.063,0,870,
CoRoT-9 b,Transit,2009,0,95.272656,11.949,266.9772,0.4021,0.133,420,
CoRoTID 223977153 b,Transit,2017,0,6.71837,6.389,47.6745,0.071,,938,132.26
DE CVn b,Eclipse Timing Variations,2018,0,4098.1,12.4,3823.2733,5.75,0,,
DENIS-P J082303.1-491201 b,Astrometry,2013,0,246.36,11.9,9057.77,0.36,0.345,,
DH Tau b,Imaging,2004,0,,30.264,3496,330,,2200,
DMPP-2 b,Radial Velocity,2019,0,5.2072,14.3,138.89171,0.0664,0.078,1000,
DMPP-3 A b,Radial Velocity,2019,0,6.6732,1.41,2.58,0.0662,0.14,854,
DP Leo b,Eclipse Timing Variations,2009,0,10220,12.7,1995.88832,8.19,0.39,,
DS Tuc A b,Transit,2019,0,8.138268,5.7,413.179,,0,850,115.83
EPIC 201170410.02,Transit,2020,0,6.7987,1.047,1.15,0.0349,0,,
EPIC 201238110 b,Transit,2019,0,28.1656,1.87,4.16,,,,
EPIC 201427007 b,Transit,2021,0,0.72091,1.5,2.86,,,,
EPIC 201497682 b,Transit,2019,0,2.13174,0.692,0.26,,,,
EPIC 201595106 b,Transit,2021,0,0.877214,1.3,2.24,,,1874,
EPIC 201757695.02,Transit,2020,0,2.0478,0.908,0.688,0.0296,0,,
EPIC 201841433 b,Transit,2019,0,4.1698,1.04,1.12,0.035,,,
EPIC 206032309 b,Transit,2019,0,2.87814,1.01,1.01,,,,
EPIC 206215704 b,Transit,2019,0,2.255436,1,0.972,,,,
EPIC 211822797 b,Transit,2016,0,21.1701963,1.92,4.35,0.1195,0.06,431,3.5
EPIC 211945201 b,Transit,2018,0,19.49221,5.76,27,0.1493,0,817,31.91
EPIC 212424622 b,Transit,2019,0,18.0983,2.17,5.35,,,,
EPIC 212499991 b,Transit,2019,0,34.885,1.6,3.19,,,,
EPIC 220492298 b,Transit,2021,0,0.762406,0.99,0.937,,,,
EPIC 228836835 b,Transit,2021,0,0.728113,1.1,1.37,,,932,
EPIC 246851721 b,Transit,2018,0,6.180235,11.781,953.49,0.07229,,1401,642
EPIC 248847494 b,Transit,2018,0,3650,12.442,4131.79,4.5,0,183,0.19
FU Tau b,Imaging,2008,0,,12.2,5085.28,800,,2375,
G 9-40 b,Transit,2019,0,5.746007,2.025,4.76,0.0385,0,456,7.2
GJ 1214 b,Transit,2009,0,1.58040433,2.742,8.17,0.0149,0.063,596,21
GJ 1252 b,Transit,2020,0,0.5182416,1.18,1.32,0.00915,0,1089,233
GJ 1265 b,Radial Velocity,2018,0,3.6511,2.63,7.4,0.026,0.04,,
GJ 160.2 b,Radial Velocity,2014,0,5.2354,3.17,10.2,0.053,0.06,,
GJ 179 b,Radial Velocity,2009,0,2288,13.9,260.61,2.41,0.21,,
GJ 2056 b,Radial Velocity,2020,0,69.971,4.17,16.2,0.283,0.72,,
GJ 251 b,Radial Velocity,2020,0,14.238,1.83,4,0.0818,0.1,351,2.53
GJ 27.1 b,Radial Velocity,2014,0,15.819,3.66,13,0.101,0.08,,
GJ 3021 b,Radial Velocity,2000,0,133.71,13.1,1071.04,0.49,0.511,350,
GJ 3082 b,Radial Velocity,2020,0,11.949,2.79,8.2,0.079,0.22,,
GJ 3090 b,Transit,2022,0,2.853136,2.13,3.34,0.03165,0.32,693,42.23
GJ 3222 b,Radial Velocity,2022,0,10.6666864,3.45,11.73969,0.091179,0.929006,,
GJ 328 b,Radial Velocity,2013,0,4100,13.3,731,4.5,0.37,,
GJ 3341 b,Radial Velocity,2015,0,14.207,2.46,6.6,0.089,0.31,,
GJ 338 B b,Radial Velocity,2020,0,24.45,3.19,10.27,0.141,0.11,391,
GJ 3470 b,Radial Velocity,2012,0,3.3366496,4.57,13.9,0.0355,0.017,594,40.58
GJ 3634 b,Radial Velocity,2010,0,2.64561,2.83,8.4,0.0287,0.08,,
GJ 367 b,Transit,2021,0,0.321962,0.718,0.546,0.0071,0,1745,586.61
GJ 3779 b,Radial Velocity,2018,0,3.0232,2.75,8,0.026,0.07,,
GJ 393 b,Radial Velocity,2021,0,7.02679,1.17,1.71,0.05402,,485,9.21
GJ 3942 b,Radial Velocity,2017,0,6.905,2.57,7.14,0.0608,0.121,590,
GJ 422 b,Radial Velocity,2014,0,20.129,3.33,11.07,0.111,0.11,,
GJ 4276 b,Radial Velocity,2019,0,13.352,4.22,16.57,0.082,0.37,,
GJ 436 b,Radial Velocity,2004,0,2.64388312,4.17,22.1,0.0291,0.13827,686,29.43
GJ 480 b,Radial Velocity,2020,0,9.567,3.69,13.2,0.068,0.1,,
GJ 486 b,Radial Velocity,2021,0,1.467119,1.305,2.82,0.01734,0.05,701,40.3
GJ 504 b,Imaging,2013,0,,13,1271.3,43.5,,510,
GJ 514 b,Radial Velocity,2022,0,140.43,2.13,5.2,0.422,0.45,202,0.28
GJ 536 b,Radial Velocity,2016,0,8.7076,2.17,5.36,0.06661,0.08,,
GJ 625 b,Radial Velocity,2017,0,14.628,1.49,2.82,0.078361,0.13,,
GJ 649 b,Radial Velocity,2009,0,598.3,12.5,104.244,1.135,0.3,,
GJ 674 b,Radial Velocity,2007,0,4.6938,3.33,11.09,0.039,0.2,,
GJ 680 b,Radial Velocity,2022,0,17281.66514,12,7764.94529,10.121898,0.381243,,
GJ 685 b,Radial Velocity,2019,0,24.16,2.95,9,0.1344,0,,
GJ 720 A b,Radial Velocity,2021,0,19.466,3.77,13.64,0.119,0.12,401,
GJ 740 b,Radial Velocity,2021,0,2.37756,1.53,2.96,0.029,0.24,829,79
GJ 832 b,Radial Velocity,2008,0,3657,14,216,3.56,0.08,,
GJ 86 b,Radial Velocity,1999,0,15.76491,12.9,1404.8086,0.11,0.04,,
GJ 896 A b,Astrometry,2022,0,284.39,13.3,718.2922,0.63965,0.35,,
GJ 9066 c,Radial Velocity,2020,0,771.36,9.6,66.74397,0.88,0.46,,
GJ 96 b,Radial Velocity,2018,0,73.94,4.67,19.66,0.291,0.44,,
GJ 9689 b,Radial Velocity,2020,0,18.27,3.07,9.65,0.1139,0.29,453,
GJ 9714 b,Radial Velocity,2022,0,19240.75467,12.5,3051.24439,12.341073,0.155099,,
GPX-1 b,Transit,2021,0,1.744579,16.477,6261.21962,0.0338,0,2300,4650
GQ Lup b,Imaging,2004,0,,33.6,6356,100,,2650,
GSC 06214-00210 b,Imaging,2010,0,,20.176,5000,320,,2300,
GU Psc b,Imaging,2014,0,,14.179,3591.3,2000,,1050,
Gaia-1 b,Transit,2022,0,3.052524,13.776,533.95172,0.04047,,,
Gaia-2 b,Transit,2022,0,3.6915224,14.818,259.66581,0.0467,,,
Gl 378 b,Radial Velocity,2019,0,3.822,3.66,13.02,0.039435,0.109,830,
Gl 49 b,Radial Velocity,2019,0,13.8508,2.24,5.63,0.0905,0.363,,
Gl 686 b,Radial Velocity,2018,0,15.53,2.46,6.624,0.091,0.05,379,
HAT-P-1 b,Transit,2006,0,4.46529976,14.785,166.86075,0.05561,0,1322,437.17
HAT-P-12 b,Transit,2009,0,3.2130598,10.749,67.059,0.0384,0,963,118.08
HAT-P-14 b,Transit,2010,0,4.62767,15.917,1093.3352,0.0596,0.11,1624,1038.78
HAT-P-15 b,Transit,2010,0,10.8635,11.882,616.5902,0.0965,0.19,904,
HAT-P-16 b,Transit,2010,0,2.77596,14.448,1332.605,0.0413,0.036,1626,962.1
HAT-P-18 b,Transit,2010,0,5.508023,11.153,62.61,0.0559,0.084,852,82.24
HAT-P-19 b,Transit,2010,0,4.008778,12.689,92.802,0.0466,0.067,1010,152.2
HAT-P-2 b,Transit,2007,0,5.6335158,10.66,2765.121,0.06814,0.5172,1540,839.62
HAT-P-20 b,Transit,2010,0,2.875317,9.718,2302.899,0.0361,0.015,970,145.71
HAT-P-21 b,Transit,2010,0,4.12448,12.442,1547.8321,0.0494,0.23,1283,459.54
HAT-P-22 b,Transit,2010,0,3.21222,12.89,785.0401,0.0414,0.02,1463,325.57
HAT-P-23 b,Transit,2010,0,1.21288,12.218,425.8922,0.0232,0.11,1951,2796.38
HAT-P-24 b,Transit,2010,0,3.35524,14.572,238.3725,0.04651,0.07,1637,1047.12
HAT-P-25 b,Transit,2010,0,3.65281514,12.722,180.84527,0.0466,0.023,1182,325
HAT-P-26 b,Transit,2010,0,4.23452,7.062,22.2481,0.0479,0.12,1001,185.07
HAT-P-27 b,Transit,2011,0,3.039577,11.43,197.05,0.04,0,1092,336.04
HAT-P-28 b,Transit,2011,0,3.257215,13.585,198.953,0.0434,0.051,1384,
HAT-P-29 b,Transit,2011,0,5.72319,13.115,279.6904,0.0667,0.09,1271,433
HAT-P-3 b,Transit,2007,0,2.8997,10.536,206.5895,0.03866,0,1189,176.59
HAT-P-30 b,Transit,2011,0,2.8106,16.141,263.7989,0.0419,0.04,1630,1467.96
HAT-P-31 b,Transit,2011,0,5.00542,12.218,721.4741,0.061,0.25,1450,746.9
HAT-P-32 b,Transit,2011,0,2.1500082,22.194,216.1244,0.03397,0.159,1836,1841
HAT-P-33 b,Transit,2011,0,3.47447,20.737,292.4036,0.04995,0,1782,1701.38
HAT-P-34 b,Transit,2011,0,5.452654,13.417,1058.3739,0.06774,0.432,1520,433.78
HAT-P-35 b,Transit,2011,0,3.646706,14.93,335.62848,0.04978,0.02,1581,999.67
HAT-P-36 b,Transit,2011,0,1.32734683,14.314,587.41341,0.0241,0.063,1781,1821
HAT-P-37 b,Transit,2011,0,2.797436,13.204,371.528,0.0379,0.058,1271,412.4
HAT-P-38 b,Transit,2012,0,4.640382,9.247,84.857,0.0523,0.067,1082,187.99
HAT-P-39 b,Transit,2012,0,3.54387,17.609,190.372,0.0509,0,1752,1319.04
HAT-P-4 b,Transit,2007,0,3.056536,14.28,213.255,0.04438,0,1686,1438
HAT-P-40 b,Transit,2012,0,4.45724,17.038,152.5584,0.0608,0,1770,
HAT-P-41 b,Transit,2012,0,2.69405,22.978,378.2177,0.04258,0,1941,2485.07
HAT-P-42 b,Transit,2012,0,4.641878,14.348,331.801,0.0575,0,1428,469.05
HAT-P-43 b,Transit,2012,0,3.3326414,13.63,210.395,0.0444,0.21,1353,524.35
HAT-P-45 b,Transit,2014,0,3.128992,15.984,283.492,0.0452,0.049,1652,
HAT-P-46 b,Transit,2014,0,4.463129,14.392,156.684,0.0577,0.123,1458,
HAT-P-49 b,Transit,2014,0,2.69155,17.822,699.226,0.04378,0,2131,3927.77
HAT-P-5 b,Transit,2007,0,2.78849,13.563,311.4734,0.04073,0,1539,653.75
HAT-P-50 b,Transit,2015,0,3.1220109,14.437,429.0705,0.0453,0.115,1862,1198.68
HAT-P-51 b,Transit,2015,0,4.2180278,14.493,98.20947,0.05069,0.123,1192,335.4
HAT-P-52 b,Transit,2015,0,2.7535953,11.31,259.98494,0.03694,0.047,1218,227.76
HAT-P-53 b,Transit,2015,0,1.9616241,14.773,471.65972,0.03159,0.134,1778,1611.53
HAT-P-54 b,Transit,2015,0,3.799847,10.581,241.5508,0.04117,0.074,818,22.2
HAT-P-55 b,Transit,2015,0,3.5852467,13.249,184.97706,0.04604,0.139,1313,547.18
HAT-P-56 b,Transit,2015,0,2.79083,16.926,734.1873,0.0423,0.29,1840,3515
HAT-P-57 b,Transit,2015,0,2.4653,19.504,448.1403,0.0406,0,2200,
HAT-P-58 b,Transit,2021,0,4.0138379,14.93,118.23217,0.04994,0.073,1622,1146
HAT-P-59 b,Transit,2021,0,4.1419771,12.588,489.45575,0.05064,0.03,1278,441.4
HAT-P-6 b,Transit,2007,0,3.85298,16.589,419.5356,0.05239,0,1675,1107.89
HAT-P-60 b,Transit,2021,0,4.7947813,18.282,182.43351,0.06277,0.25,1772,1634
HAT-P-61 b,Transit,2021,0,1.90231289,10.077,335.94463,0.0301,0.113,1505,849.5
HAT-P-62 b,Transit,2021,0,2.6453235,12.027,241.86742,0.03772,0.101,1512,867.2
HAT-P-63 b,Transit,2021,0,3.377728,12.543,195.14664,0.04294,0.069,1237,387.4
HAT-P-64 b,Transit,2021,0,4.007232,19.089,184.34048,0.05387,0.101,1766,1611
HAT-P-65 b,Transit,2016,0,2.6054552,21.185,167.49641,0.03951,0.304,1930,
HAT-P-66 b,Transit,2016,0,2.972086,17.822,248.86089,0.04363,0.09,1896,1939.51
HAT-P-67 b,Transit,2017,0,4.8101025,23.371,108.0622,0.06505,0,1903,2884.55
HAT-P-68 b,Transit,2020,0,2.29840551,12.016,230.10892,0.02996,0.041,1028,184.8
HAT-P-69 b,Transit,2019,0,4.7869491,18.786,1137.8314,0.06555,0,1930,2238.59
HAT-P-7 b,Transit,2008,0,2.20474,16.926,584.8072,0.03676,0,2733,4353.41
HAT-P-70 b,Transit,2019,0,2.74432452,20.961,2154.8874,0.04739,0,2562,5626.34
HAT-P-8 b,Transit,2008,0,3.07634,15.693,406.8224,0.04496,0,1700,
HAT-P-9 b,Transit,2008,0,3.92281072,15.614,238.05467,0.05287,0.084,1540,931
HATS-1 b,Transit,2012,0,3.446459,14.594,589.55,0.0444,0.12,1359,489.95
HATS-10 b,Transit,2015,0,3.312846,10.862,167.17858,0.04491,0.501,1407,
HATS-11 b,Transit,2016,0,3.619188,18.03,263.7989,0.0507,0.34,1596,
HATS-12 b,Transit,2016,0,3.142702,7.76,759.6137,0.0441,0.085,1446,
HATS-13 b,Transit,2015,0,3.0440499,13.585,172.58169,0.04057,0.181,1244,315.99
HATS-14 b,Transit,2015,0,2.7667641,11.646,340.39593,0.03815,0.142,1276,505.89
HATS-15 b,Transit,2016,0,1.74748753,12.386,689.6911,0.02712,0.126,1505,
HATS-16 b,Transit,2016,0,2.686502,14.572,1039.3041,0.03744,0,1592,994.81
HATS-17 b,Transit,2016,0,16.254611,8.709,425.25654,0.1308,0.029,814,72.7
HATS-18 b,Transit,2016,0,0.83784,14.897,629.14449,0.0174,0.166,2069,2990
HATS-2 b,Transit,2013,0,1.354133,13.092,427.463,0.023,0,1577,667.12
HATS-22 b,Transit,2017,0,4.7228124,10.682,870.8542,0.05025,0.079,858,111.3
HATS-23 b,Transit,2017,0,2.1605156,20.849,467.2101,0.03397,0.114,1654,
HATS-24 b,Transit,2017,0,1.3484978,15.637,718.2958,0.0238,0,2166,2706.96
HATS-25 b,Transit,2016,0,4.2986432,14.123,194.82979,0.05163,0.176,1277,454.87
HATS-26 b,Transit,2016,0,3.3023881,19.616,206.5895,0.04735,0.245,1918,2236.58
HATS-27 b,Transit,2016,0,4.637038,16.814,168.4499,0.0611,0.581,1659,1342.57
HATS-28 b,Transit,2016,0,3.1810781,13.384,213.58176,0.04131,0.202,1253,
HATS-29 b,Transit,2016,0,4.6058749,14.022,207.54299,0.05475,0.158,1212,
HATS-3 b,Transit,2013,0,3.547851,15.48,340.382,0.0485,0,1648,1212
HATS-30 b,Transit,2016,0,3.1743516,13.171,224.38798,0.04354,0.096,1414,718.91
HATS-31 b,Transit,2016,0,3.37796,18.383,279.6904,0.0478,0.233,1823,
HATS-32 b,Transit,2016,0,2.8126548,14,292.4036,0.04024,0.471,1437,614.59
HATS-33 b,Transit,2016,0,2.5495551,13.787,378.85336,0.03727,0.08,1429,757.13
HATS-34 b,Transit,2016,0,2.1061607,16.029,299.07803,0.03166,0.108,1445,691.84
HATS-35 b,Transit,2016,0,1.8209993,16.41,388.38826,0.03199,0.306,2037,2440.7
HATS-36 b,Transit,2018,0,4.175186,12.92,1022.14128,0.0523,0.105,1203,561
HATS-37 A b,Transit,2020,0,4.3315366,6.793,31.46517,0.04913,0,1085,229.7
HATS-38 b,Transit,2020,0,4.375021,6.882,23.51942,0.05036,0,1294,464.7
HATS-39 b,Transit,2018,0,4.5776348,17.598,200.2329,0.06007,0.275,1645,1547.1
HATS-4 b,Transit,2014,0,2.516729,11.433,420.471,0.0362,0.013,1315,558.83
HATS-40 b,Transit,2018,0,3.2642736,17.71,505.3497,0.04997,0.312,2101,3163.38
HATS-41 b,Transit,2018,0,4.193649,14.908,3082.951,0.0583,0.38,1710,1300.31
HATS-42 b,Transit,2018,0,2.292102,15.693,597.5204,0.03689,0.229,1856,1637.21
HATS-43 b,Transit,2018,0,4.3888497,13.227,82.95363,0.04944,0.173,1003,192.23
HATS-44 b,Transit,2018,0,2.7439004,11.96,177.9848,0.03649,0.279,1161,306.42
HATS-45 b,Transit,2018,0,4.1876244,14.415,222.481,0.05511,0.24,1518,811.35
HATS-46 b,Transit,2018,0,4.7423729,10.122,54.98459,0.05367,0.559,1054,209.77
HATS-47 b,Transit,2020,0,3.9228038,12.52,117.27927,0.04269,0.088,853,87.73
HATS-48 A b,Transit,2020,0,3.1316666,8.967,77.23269,0.03769,0.162,955,137.6
HATS-49 b,Transit,2020,0,4.1480467,8.575,112.19399,0.04515,0.071,835,80.45
HATS-5 b,Transit,2014,0,4.763387,10.223,75.323,0.0542,0.019,1025,183.24
HATS-50 b,Transit,2017,0,3.8297015,12.666,123.9537,0.05046,0.516,,
HATS-51 b,Transit,2017,0,3.3488702,15.805,244.09344,0.04639,0.33,1553,740.22
HATS-52 b,Transit,2017,0,1.36665436,15.491,711.9392,0.02498,0.246,1834,1310.22
HATS-53 b,Transit,2017,0,3.8537768,15.02,189.10885,0.04753,0.33,1312,471.61
HATS-54 b,Transit,2019,0,2.5441828,11.96,241.5508,0.03763,0.126,1625,455.43
HATS-55 b,Transit,2019,0,4.2042001,14.022,292.72143,0.05412,0.092,1367,355.91
HATS-56 b,Transit,2019,0,4.324799,18.921,191.33366,0.06043,0.019,1902,2179.36
HATS-57 b,Transit,2019,0,2.350621,12.767,1000.21101,0.03493,0.028,1413,570.23
HATS-58 A b,Transit,2019,0,4.2180896,12.274,327.3649,0.05798,0.168,1721,382.71
HATS-6 b,Transit,2015,0,3.3252725,11.187,101.38777,0.03623,0,713,47.33
HATS-60 b,Transit,2018,0,3.560829,12.924,210.40346,0.04708,0.191,1528,903.9
HATS-61 b,Transit,2018,0,7.817953,13.395,1080.622,0.07908,0.092,1226,374.2
HATS-62 b,Transit,2018,0,3.2768837,11.825,56.89157,0.04163,0.298,1237,387.4
HATS-63 b,Transit,2018,0,3.0566527,13.529,305.1168,0.04026,0.136,1398,634.1
HATS-64 b,Transit,2018,0,4.908897,18.82,305.1168,0.06562,0.151,1793,1711
HATS-65 b,Transit,2018,0,3.105161,16.825,260.93843,0.04497,0.062,1634,1178
HATS-66 b,Transit,2018,0,3.1414391,15.816,1694.0339,0.04714,0.064,1998,2637
HATS-67 b,Transit,2018,0,1.6091788,18.887,460.8535,0.03032,0.057,2193,3821
HATS-68 b,Transit,2018,0,3.5862202,13.809,410.0007,0.05071,0.036,1741,1521
HATS-69 b,Transit,2018,0,2.2252577,10.593,183.38791,0.03211,0.519,1296,466.6
HATS-7 b,Transit,2015,0,3.185315,6.311,38.1396,0.04012,0.17,1084,211.62
HATS-70 b,Transit,2019,0,1.8882378,15.513,4100.007,0.03632,0.18,2730,9110
HATS-71 b,Transit,2020,0,3.7955202,11.478,117.5971,0.03745,0,587,18.08
HATS-72 b,Transit,2020,0,7.3279474,8.097,39.85588,0.066517,0.013,739,49.58
HATS-74 A b,Transit,2021,0,1.73185606,11.568,464.02947,0.02384,0.044,895,106.9
HATS-75 b,Transit,2021,0,2.7886556,9.909,156.05375,0.032742,0.064,772,59.26
HATS-76 b,Transit,2021,0,1.9416423,12.094,835.57088,0.02658,0.062,940,129.8
HATS-77 b,Transit,2021,0,3.0876262,13.058,436.69623,0.03607,0.045,828,78.37
HATS-8 b,Transit,2015,0,3.583893,9.785,43.86054,0.04667,0.376,1324,
HATS-9 b,Transit,2015,0,1.915291,13.85,266.02371,0.0312,0.075,1746,
HD 100546 b,Imaging,2014,1,,77.342,239000,53,,,
HD 100655 b,Radial Velocity,2011,0,157.57001,13.5,511.7063,0.68,0.09,,
HD 100777 b,Radial Velocity,2007,0,383.70001,13.8,327.3649,1.03,0.36,,
HD 101930 b,Radial Velocity,2005,0,70.46,10.6,79.4575,0.3,0.11,,
HD 102117 b,Radial Velocity,2005,0,20.8133,8.47,54.0311,0.15,0.12,,
HD 102195 b,Radial Velocity,2006,0,4.11377,14.2,130.3103,0.05,0,,
HD 102272 b,Radial Velocity,2008,0,127.58,12.9,1570.0802,0.51,0.05,,
HD 102365 b,Radial Velocity,2010,0,122.1,4.14,16,0.46,0.34,,
HD 102843 b,Radial Velocity,2019,0,3090.942,13.1,113.9,4.074,0.11,,
