Planet Name,Discovery Method,Discovery Year,Controversial Flag,Orbital Period [days],Planet Radius [Earth Radius],Planet Mass [Earth Mass],Orbit Semi-Major Axis [au],Eccentricity,Equilibrium Temperature [K],Insolation Flux [Earth Flux]
HD 102956 b,Radial Velocity,2010,0,6.4947,13.8,305.1168,0.0807,0.037,,
HD 103197 b,Radial Velocity,2009,0,47.84,5.83,28.6047,0.25,0,,
HD 103720 b,Radial Velocity,2014,0,4.5557,14.1,197.046,0.0498,0.086,,
HD 103774 b,Radial Velocity,2013,0,5.8881,13.3,116,0.07,0.09,,
HD 103891 b,Radial Velocity,2022,0,1919,13.6,457.67291,3.27,0.31,,
HD 103949 b,Radial Velocity,2019,0,120.878,3.35,11.2,0.439,0.19,,
HD 104067 b,Radial Velocity,2009,0,55.806,8.18,50.8528,0.26,0,,
HD 10442 b,Radial Velocity,2014,0,1032.3,13.6,472.61321,2.01,0.132,,
HD 104985 b,Radial Velocity,2003,0,199.505,12.6,2637.9,0.95,0.09,,
HD 105779 b,Radial Velocity,2022,0,2412,14.1,203.41018,3.38,0,,
HD 106252 b,Radial Velocity,2002,0,1531,12.5,3178.28407,2.61,0.48,,
HD 106270 b,Radial Velocity,2011,0,1888,12.5,3219.6179,3.34,0.185,,
HD 10647 b,Radial Velocity,2006,0,989.2,13.8,298.75,2.015,0.15,,
HD 106515 A b,Radial Velocity,2012,0,3586.860893,12.4,3518.96545,4.496414,0.564614,,
HD 106906 b,Imaging,2013,0,,12.4,3496,650,,1800,
HD 10697 b,Radial Velocity,1999,0,1075.379899,12.8,1914.58848,2.050268,0.104467,,
HD 108147 b,Radial Velocity,2002,0,10.8985,10.9,82.95,0.102,0.53,890,
HD 108341 b,Radial Velocity,2014,0,1129,13.1,1112.4,2,0.85,,
HD 108863 b,Radial Velocity,2011,0,437.7,13.3,767.24162,1.32,0.032,,
HD 109246 b,Radial Velocity,2010,0,68.27,13.9,273.3338,0.33,0.12,,
HD 109286 b,Radial Velocity,2021,0,520.1,13.2,950.30694,1.259,0.338,259,0.71
HD 109749 b,Radial Velocity,2005,0,5.239891,11.1,85.8141,0.0615,0,,
HD 10975 b,Radial Velocity,2021,0,283.8,14.3,143.02278,0.95,0.442,,
HD 109988 b,Radial Velocity,2022,0,17132.15854,12.1,6725.39378,12.511098,0.05578,,
HD 110014 b,Radial Velocity,2009,0,835.477,12.4,3524.59,2.14,0.462,,
HD 110082 b,Transit,2021,0,10.18271,3.2,10.3,0.113,0.2,957,198.39
HD 110537 b,Radial Velocity,2022,0,24469.67342,11.9,8644.78715,16.589764,0.401407,,
HD 11112 b,Radial Velocity,2022,0,17244.90764,12.6,2428.48595,13.503729,0.285438,,
HD 111591 b,Radial Velocity,2017,0,1056.4,12.9,1398.452,2.5,0.26,,
HD 111998 b,Radial Velocity,2016,0,825.9,12.9,1433.4133,1.82,0.03,,
HD 112640 b,Radial Velocity,2020,0,613.2,12.9,1589.15,1.7,0.24,,
HD 113996 b,Radial Velocity,2017,0,610.2,12.7,2002.329,1.6,0.28,,
HD 114386 b,Radial Velocity,2003,0,937.70001,13.7,362.3262,1.73,0.23,,
HD 114613 b,Radial Velocity,2014,0,4000,13.1,113.46531,5.34,0.458,,
HD 114729 b,Radial Velocity,2002,0,1121.79,13.9,262.20975,2.067,0.079,,
HD 11505 b,Radial Velocity,2022,0,32669.22247,12.6,2649.58135,20.331534,0.144108,,
HD 115954 b,Radial Velocity,2021,0,3700,12.6,2634.79749,5,0.487,145,0.06
HD 117207 b,Radial Velocity,2004,0,2621.75,13.4,612.14058,3.787,0.157,,
HD 11755 b,Radial Velocity,2015,0,433.70001,12.8,1789.3829,1.09,0.19,,
HD 117618 b,Radial Velocity,2004,0,25.8,8.59,55.30242,0.18,0.15,,
HD 118203 b,Radial Velocity,2005,0,6.1335,13.138,886.7457,0.07,0.31,1509,861.55
HD 11977 b,Radial Velocity,2005,0,711,12.7,2080,1.93,0.4,,
HD 120084 b,Radial Velocity,2013,0,2085.10024,12.6,2439.44256,4.332646,0.732073,,
HD 121504 b,Radial Velocity,2003,0,63.33,13.6,479.9233,0.33,0.03,,
HD 122562 c,Radial Velocity,2022,0,84.96275604,10.1,72.85079,0.406294,0.227859,,
HD 124330 b,Radial Velocity,2021,0,270.66,14,238.37131,0.86,0.34,,
HD 12484 b,Radial Velocity,2016,0,58.83,13.2,947.1334,0.297,0.07,,
HD 125271 b,Radial Velocity,2022,0,14901.99295,12.4,3514.14627,10.780317,0.165353,,
HD 125390 b,Radial Velocity,2019,0,1757.391509,11.9,9165.5058,3.49516,0.596681,,
HD 125595 b,Radial Velocity,2009,0,9.6737,2.4,6.3566,0.08,0,,
HD 12648 b,Radial Velocity,2015,0,133.60001,13.4,622.9468,0.54,0.04,,
HD 126525 b,Radial Velocity,2018,0,960.41,10.3,75.32571,1.837,0.035,,
HD 126614 b,Radial Velocity,2009,0,1257.253027,13.6,119.96298,2.248182,0.547783,,
HD 127506 b,Radial Velocity,2022,0,65.78395386,5.58,26.61699,0.287149,0.239894,,
HD 128356 b,Radial Velocity,2016,0,298.2,13.9,282.8687,0.87,0.57,,
HD 129445 b,Radial Velocity,2009,0,1840,13.5,508.507,2.9,0.7,,
HD 130322 b,Radial Velocity,1999,0,10.70871,13.7,365.49,0.0925,0.029,720,
HD 131496 b,Radial Velocity,2011,0,896,13.4,572.094,2.01,0.181,,
HD 13167 b,Radial Velocity,2018,0,2613,13.1,1052.0173,4.1,0.563,,
HD 13189 b,Radial Velocity,2005,0,471.60001,12.4,3480.2385,1.25,0.27,,
HD 132406 b,Radial Velocity,2007,0,974,12.8,1709.9254,1.98,0.34,,
HD 132563 b,Radial Velocity,2011,0,1544,13.6,473.547,2.62,0.22,,
HD 133131 B b,Radial Velocity,2016,0,5769,13.3,794.575,6.15,0.61,,
HD 135872 b,Radial Velocity,2022,0,2422.325967,12.8,1880.61597,4.183784,0.164345,,
HD 136118 b,Radial Velocity,2022,0,1187.597653,12.3,4174.7703,2.325263,0.344143,,
HD 136418 b,Radial Velocity,2009,0,464.29999,13.3,680.1562,1.29,0.25,,
HD 136925 b,Radial Velocity,2021,0,4540,13.9,266.97586,5.13,0.103,,
HD 13724 c,Radial Velocity,2022,0,142.2289459,8.21,51.25631,0.534309,0.651427,,
HD 137388 b,Radial Velocity,2011,0,330,9.32,63.566,0.89,0.36,,
HD 13931 b,Radial Velocity,2009,0,4218,13.3,699.226,5.15,0.02,,
HD 139357 b,Radial Velocity,2008,0,1124.791393,12.1,6315.52561,2.948979,0.098928,,
HD 1397 b,Transit,2018,0,11.53533,11.5,131.89945,0.1097,0.251,1228,356
HD 14067 b,Radial Velocity,2014,0,2721.234792,12.2,5001.77608,5.250541,0.681467,,
HD 141004 b,Radial Velocity,2021,0,15.5083,3.77,13.63484,0.1238,0.16,,
HD 141937 b,Radial Velocity,2002,0,653.21997,12.5,3079.7727,1.5,0.41,,
HD 142022 A b,Radial Velocity,2005,0,1928,12.9,1411.1652,2.93,0.53,,
HD 142245 b,Radial Velocity,2011,0,1299,13.1,975.7381,2.78,0,,
HD 142415 b,Radial Velocity,2003,0,386.29999,13.5,530.7761,1.06,0.5,,
HD 143105 b,Radial Velocity,2016,0,2.1974,13.7,384.5743,0.0379,0.07,,
HD 143361 b,Radial Velocity,2008,0,1039.15,13.1,1122.57556,1.988,0.197,,
HD 144899 b,Radial Velocity,2022,0,40.43913587,4.78,20.42286,0.242129,0.820894,,
HD 145377 b,Radial Velocity,2008,0,103.95,12.8,1913.3366,0.45,0.31,,
HD 145457 b,Radial Velocity,2010,0,176.3,13.3,708.7609,0.76,0.11,,
HD 145934 b,Radial Velocity,2015,0,2751.534335,13.3,762.59821,4.888326,0.077973,,
HD 147379 b,Radial Velocity,2017,0,86.78,5.82,28.55,0.323,0.07,,
HD 147513 b,Radial Velocity,2003,0,528.4,13.7,385,1.32,0.26,,
HD 14787 b,Radial Velocity,2018,0,676.6,13.7,356.28743,1.7,0.155,,
HD 148156 b,Radial Velocity,2009,0,1027,13.9,270.144,2.45,0.52,,
HD 148427 b,Radial Velocity,2009,0,331.5,13.6,413.179,1.04,0.16,,
HD 149026 b,Radial Velocity,2005,0,2.87589,8.295,120.7754,0.04364,0,1626,1530.04
HD 149143 b,Radial Velocity,2005,0,4.07182,13.6,422.7139,0.053,0.0167,,
HD 149806 b,Radial Velocity,2022,0,16521.52778,12.4,3878.07724,12.278296,0.357139,,
HD 150010 b,Radial Velocity,2022,0,562,13.3,762.78818,1.4,0.2,,
HD 1502 b,Radial Velocity,2011,0,428.5,13.2,874.0325,1.262,0.031,,
HD 150706 b,Radial Velocity,2012,0,5894,13.2,861.28,6.7,0.38,,
HD 152079 b,Radial Velocity,2009,0,2918.92,13.2,845.74563,4.187,0.532,,
HD 152581 b,Radial Velocity,2011,0,686.5,13.4,594.02427,1.66,0.04,,
HD 153950 b,Radial Velocity,2008,0,499.39999,13.2,937.5985,1.28,0.34,,
HD 154088 b,Radial Velocity,2021,0,18.56,2.46,6.6,0.134,0.344,,
HD 154345 b,Radial Velocity,2006,0,3341.55884,13.9,260.6206,4.21,0.04,,
HD 154672 b,Radial Velocity,2008,0,163.94,12.8,1706.7471,0.6,0.61,,
HD 155193 b,Radial Velocity,2021,0,352.65,14,238.37131,1.04,0.21,,
HD 155233 b,Radial Velocity,2015,0,818.8,13.2,826.358,2,0.04,,
HD 156411 b,Radial Velocity,2009,0,842.2,14,235.18,1.88,0.22,,
HD 156846 b,Radial Velocity,2007,0,359.51001,12.4,3391.2461,1.12,0.85,,
HD 158038 b,Radial Velocity,2011,0,521,13.5,486.2799,1.5,0.29,,
HD 158996 b,Radial Velocity,2018,0,820.2,12.3,4449.62,2.1,0.13,,
HD 161178 b,Radial Velocity,2021,0,279.3,14.1,181.16219,0.85,0.044,,
HD 16141 b,Radial Velocity,2000,0,75.523,10.9,82.6358,0.36,0.25,,
HD 16175 b,Radial Velocity,2009,0,990,12.8,1620.933,2.12,0.6,,
HD 162020 b,Radial Velocity,2002,0,8.4282,12.5,3127.4472,0.08,0.28,,
HD 16417 b,Radial Velocity,2008,0,17.24,5,22.1,0.14,0.2,,
HD 164509 b,Radial Velocity,2010,0,280.17,14.3,140.79869,0.87,0.238,,
HD 164595 b,Radial Velocity,2015,0,40,4.16,16.14,0.23,0.088,,
HD 164604 b,Radial Velocity,2009,0,641.472,13.4,635,1.331,0.35,,
HD 165155 b,Radial Velocity,2016,0,434.5,13.2,918.5287,1.13,0.2,,
HD 1666 b,Radial Velocity,2015,0,270,12.7,2040,0.94,0.63,,
HD 166724 b,Radial Velocity,2012,0,5144,13.1,1121.89,5.42,0.734,,
HD 167042 b,Radial Velocity,2007,0,420.77,13.5,540.29,1.32,0.089,,
HD 168009 b,Radial Velocity,2021,0,15.1479,3.05,9.53485,0.1192,0.12,,
HD 168746 b,Radial Velocity,2002,0,6.404,11.1,85.8141,0.07,0.11,900,
HD 168863 b,Radial Velocity,2022,0,14773.93272,12.7,2146.32971,10.932103,0.186773,,
HD 1690 b,Radial Velocity,2010,0,533,12.5,2793.7257,1.36,0.64,,
HD 16905 b,Radial Velocity,2022,0,6707.491263,12.5,2885.45006,6.469422,0.664501,,
HD 170469 b,Radial Velocity,2007,0,1145,14.1,209.7678,2.24,0.11,,
HD 17092 b,Radial Velocity,2007,0,359.89999,12.5,3219.6179,1.31,0.17,,
HD 171028 b,Radial Velocity,2007,0,550,13.2,832.7146,1.32,0.59,,
HD 171238 b,Radial Velocity,2009,0,1532,12.5,2796.88998,2.57,0.234,,
HD 17156 b,Radial Velocity,2007,0,21.21663,12.33,1115.5833,0.16278,0.68,883,15.5
HD 173416 b,Radial Velocity,2008,0,323.6,13.2,858.1,1.16,0.21,,
HD 174205 b,Radial Velocity,2022,0,582,13,1334.87931,1.7,0.4,,
HD 175167 b,Radial Velocity,2009,0,1276.07604,12.7,2161.63039,2.306105,0.527781,,
HD 175541 b,Radial Velocity,2007,0,298.43,14.1,190.06234,0.975,0.11,,
HD 175607 b,Radial Velocity,2015,0,29.01,2.94,8.98,,0.11,,
HD 17674 b,Radial Velocity,2017,0,623.8,13.9,276.5121,1.42,0.13,,
HD 177565 b,Radial Velocity,2017,0,44.505,4,15.1,0.246,0.0593,,
HD 178911 B b,Radial Velocity,2001,0,71.484,12.6,2552.1749,0.34,0.11,,
HD 179079 b,Radial Velocity,2008,0,14.479,5.48,25.74423,0.1214,0.049,,
HD 179949 b,Radial Velocity,2000,0,3.092514,13.9,291.12,0.0443,0.022,,
HD 180053 b,Radial Velocity,2018,0,213.72,13.3,697.31902,0.843,0.081,,
HD 18015 b,Radial Velocity,2018,0,2278,13.1,1010.6994,3.87,0.148,,
HD 180314 b,Radial Velocity,2010,0,396.03,12.1,6397.9179,1.46,0.26,,
HD 180617 b,Radial Velocity,2018,0,105.911,3.53,12.214,0.343,0.101,,
HD 180902 b,Radial Velocity,2009,0,510.9,13.5,535.54355,1.4,0.107,,
HD 181234 b,Radial Velocity,2019,0,7593.405116,12.5,2981.01296,7.420228,0.726356,,
HD 181342 b,Radial Velocity,2009,0,564.1,13.2,807.2882,1.592,0.022,,
HD 181720 b,Radial Velocity,2009,0,956,14,127.132,1.85,0.26,,
HD 183579 b,Transit,2021,0,17.471278,3.55,19.7,0.1334,0.28,769,58.1
HD 185269 b,Radial Velocity,2006,0,6.83776,13.8,321.0083,0.077,0.229,,
HD 187085 b,Radial Velocity,2006,0,1019.74,13.9,265.70588,2.1,0.251,,
HD 18742 b,Radial Velocity,2011,0,766,13.1,1080.622,1.82,0.04,,
HD 188015 b,Radial Velocity,2004,0,461.2,13.6,476.72,1.203,0.137,,
HD 188641 b,Radial Velocity,2022,0,14583.81038,11.9,9262.62856,11.958319,0.034325,,
HD 189733 b,Radial Velocity,2005,0,2.21857567,12.666,359.1479,0.03126,0,1209,356
HD 190007 b,Radial Velocity,2020,0,11.72,4.21,16.46,0.092,0.14,,
HD 190228 b,Radial Velocity,2022,0,1143.598576,12.8,1726.82637,2.405224,0.55913,,
HD 190647 b,Radial Velocity,2007,0,1176.45,13.4,630.89255,2.231,0.224,,
HD 190984 b,Radial Velocity,2009,0,4885,13.1,985.2,5.5,0.57,,
HD 191806 b,Radial Velocity,2016,0,1603.389235,12.5,2968.87379,2.746858,0.213427,,
HD 192263 b,Radial Velocity,1999,0,24.3556,14.2,177.9848,0.15,0.05,486,
HD 192699 b,Radial Velocity,2007,0,340.94,13.4,666.17168,1.063,0.082,,
HD 194490 b,Radial Velocity,2022,0,13092.18348,12.4,3580.0227,11.043187,0.251363,,
HD 195019 b,Radial Velocity,1998,0,18.20132,13,1264.9634,0.14,0.01,,
HD 196050 b,Radial Velocity,2002,0,1378,13.1,1010.6994,2.51,0.23,,
HD 196067 b,Radial Velocity,2012,0,3638,12.3,3972.85509,5.02,0.66,,
HD 19615 b,Radial Velocity,2022,0,402,12.6,2701.54146,1.1,0.2,,
HD 196885 A b,Radial Velocity,2007,0,1333,13.2,819.97,2.37,0.48,,
HD 197037 b,Radial Velocity,2012,0,1035.7,13.9,251,2.07,0.22,,
HD 199509 b,Radial Velocity,2022,0,99.62167078,7.39,42.86581,0.425988,0.373206,,
HD 19994 b,Radial Velocity,2003,0,466.2,13.6,435.41,1.305,0.063,,
HD 202206 c,Radial Velocity,2004,0,1260,12.2,5689.157,2.41,0.22,,
HD 202772 A b,Transit,2019,0,3.308958,17.318,323.23311,0.05208,0.038,2132,3440
HD 203030 b,Imaging,2006,0,,14.46,3496.11248,487.1,,1040,
HD 203473 b,Radial Velocity,2018,0,1552.9,12.6,2479.074,2.73,0.289,,
HD 2039 b,Radial Velocity,2002,0,1120,12.7,1999.1507,2.2,0.71,,
HD 204941 b,Radial Velocity,2011,0,1733,10.1,73.1009,2.55,0.37,,
HD 205158 b,Radial Velocity,2022,0,25.33798092,13.8,123.42834,0.177326,0.145252,,
HD 205739 b,Radial Velocity,2008,0,279.8,13.6,435.41,0.896,0.27,,
HD 206255 b,Radial Velocity,2019,0,96.045,6.47,34.2,0.461,0.23,,
HD 206610 b,Radial Velocity,2009,0,673.2,13.4,647.10188,1.74,0.1,,
HD 20782 b,Radial Velocity,2006,0,597.0643,13.6,472.83,1.3649,0.95,,
HD 207897 b,Transit,2021,0,16.202159,2.501,14.4,0.1163,0.047,632,26.5
HD 208487 b,Radial Velocity,2004,0,130.08,14.2,165.265,0.524,0.24,,
HD 208527 b,Radial Velocity,2012,0,875.5,12.5,3146.4,2.1,0.08,,
HD 20868 b,Radial Velocity,2008,0,380.85001,13.7,397.2875,0.95,0.75,,
HD 208897 b,Radial Velocity,2017,0,352.7,13.6,444.962,1.05,0.07,,
HD 209458 b,Radial Velocity,1999,0,3.52474859,15.581,232.0159,0.04707,0,1459,
HD 210193 b,Radial Velocity,2019,0,649.918,14.3,153.1,1.487,0.24,,
HD 210277 b,Radial Velocity,1998,0,442.19,13.6,410.0007,1.13,0.48,,
HD 210702 b,Radial Velocity,2007,0,354.1,13.4,574.63664,1.148,0.028,,
HD 211403 b,Radial Velocity,2021,0,223.8,12.8,1760.76937,0.768,0.084,380,3.44
HD 211810 b,Radial Velocity,2018,0,1558,14,212.9461,2.656,0.68,,
HD 211970 b,Radial Velocity,2019,0,25.201,3.66,13,0.143,0.15,,
HD 212301 b,Radial Velocity,2005,0,2.24571,14.2,162.0933,0.03,0,,
HD 212771 b,Radial Velocity,2009,0,380.7,13.3,759.6137,1.19,0.076,,
HD 213240 b,Radial Velocity,2001,0,882.70001,12.8,1773.4914,1.89,0.42,,
HD 213472 b,Radial Velocity,2021,0,17000,13.1,1112.39942,13,0.53,,
HD 213519 b,Radial Velocity,2022,0,11.12214173,3.05,9.51349,0.099068,0.412688,,
HD 21411 b,Radial Velocity,2019,0,84.288,9.52,65.9,0.362,0.4,,
HD 214823 b,Radial Velocity,2016,0,1854.844237,12.1,6229.26362,3.078036,0.160903,,
HD 216435 b,Radial Velocity,2002,0,1311,13.7,400.4,2.56,0.07,,
HD 216437 b,Radial Velocity,2002,0,1334.28,13.3,706.53609,2.497,0.317,,
HD 216536 b,Radial Velocity,2015,0,148.60001,13.8,333.7215,0.61,0.38,,
HD 216770 b,Radial Velocity,2003,0,118.45,14.1,181.1631,0.46,0.37,,
HD 217850 b,Radial Velocity,2018,0,3501.3,12.1,6865.128,4.56,0.7621,,
HD 217958 b,Radial Velocity,2022,0,2560.197744,14.1,188.02679,3.748429,0.156249,,
HD 218566 b,Radial Velocity,2010,0,225.7,9.32,63.566,0.69,0.3,,
HD 219077 b,Radial Velocity,2012,0,5478.688609,12.5,3099.7758,5.935698,0.768077,,
HD 219139 b,Radial Velocity,2021,0,275.5,14,247.90616,0.94,0.11,,
HD 219415 b,Radial Velocity,2012,0,2093.3,13.8,317.83,3.2,0.4,,
HD 219666 b,Transit,2018,0,6.03607,4.71,16.6,0.06356,0,1073,224.02
HD 220074 b,Radial Velocity,2012,0,672.09998,12.2,5288.6912,1.6,0.14,,
HD 220197 b,Radial Velocity,2018,0,1728,9.32,63.566,2.729,0.187,,
HD 220689 b,Radial Velocity,2012,0,2266.4,13.7,355.33394,3.396,0.054,,
HD 220773 b,Radial Velocity,2011,0,3724.7,13.6,460.8,4.94,0.51,,
HD 220842 b,Radial Velocity,2016,0,218.47,13.1,1010.6994,0.74,0.404,,
HD 221287 b,Radial Velocity,2007,0,456.1,13.1,982.05,1.25,0.08,,
HD 221416 b,Transit,2019,0,14.2767,9.17,60.5,0.1228,0.115,789,91.65
HD 221420 b,Radial Velocity,2019,0,8615.415491,12.1,6363.40183,8.416586,0.082013,,
HD 221585 b,Radial Velocity,2016,0,1173,13.5,511.7063,2.306,0.123,,
HD 222076 b,Radial Velocity,2016,0,871,13.5,495.8148,1.83,0.08,,
HD 222155 b,Radial Velocity,2011,0,3999,13.4,673.7996,5.14,0.16,,
HD 222582 b,Radial Velocity,1999,0,572.38,12.6,2660.2371,1.34,0.73,,
HD 224538 b,Radial Velocity,2016,0,1202.051989,12.7,2234.17873,2.373375,0.475886,,
HD 224693 b,Radial Velocity,2006,0,26.6904,14,222.481,0.191,0.104,,
HD 22496 b,Radial Velocity,2021,0,5.09071,2.22,5.57,0.051,,573,26
HD 22532 b,Radial Velocity,2022,0,872.6,13.4,673.79622,1.9,0.03,,
HD 22781 b,Radial Velocity,2011,0,528.07,12.3,4338.2,1.167,0.8191,,
HD 23079 b,Radial Velocity,2001,0,730.59998,13.2,829.5363,1.6,0.1,,
HD 23127 b,Radial Velocity,2006,0,1211.17,13.5,485.32641,2.37,0.406,,
HD 231701 b,Radial Velocity,2007,0,141.63,13.7,359.1479,0.567,0.13,,
HD 233604 b,Radial Velocity,2013,0,192,12.7,2089.644,0.747,0.05,,
HD 233832 b,Radial Velocity,2018,0,2058,13.5,565.7374,2.827,0.359,,
HD 23596 b,Radial Velocity,2003,0,1535.119124,12.4,3674.938,2.692222,0.282012,,
HD 238090 b,Radial Velocity,2020,0,13.671,2.52,6.89,0.0932,0.3,470,8.1
HD 238914 b,Radial Velocity,2018,0,4100,12.8,1906.98,5.7,0.56,,
HD 240210 b,Radial Velocity,2009,0,501.75,12.8,1655.82,1.16,0.15,,
HD 240237 b,Radial Velocity,2011,0,745.70001,12.2,5050.3187,1.92,0.4,,
HD 24064 b,Radial Velocity,2015,0,535.59998,12.3,4096.8287,1.29,0.35,,
HD 24085 b,Radial Velocity,2019,0,2.0455,3.46,11.8,0.034,0.22,,
HD 25015 b,Radial Velocity,2019,0,6134.426999,12.5,2866.32778,6.245213,0.340768,,
HD 25171 b,Radial Velocity,2010,0,1802.29,13.9,290.81445,2.971,0.042,,
HD 25723 b,Radial Velocity,2020,0,457.01,13.3,794.57102,1.49,0.04,,
HD 26161 b,Radial Velocity,2021,0,32000,12.3,4290.68349,20.4,0.82,,
HD 2638 b,Radial Velocity,2005,0,3.4442,14.3,133.4886,0.04,0,,
HD 2685 b,Transit,2019,0,4.12688,16.141,371.8611,0.0568,0.091,2061,1451.24
HD 26965 b,Radial Velocity,2018,0,42.378,2.84,8.47,,0.04,,
HD 27442 b,Radial Velocity,2000,0,428.1,13.5,495.8,1.271,0.06,,
HD 27631 b,Radial Velocity,2012,0,2198.14,13.6,474.83802,3.242,0.141,,
HD 27969 b,Radial Velocity,2021,0,654.5,12.9,1525.57635,1.552,0.182,261,0.76
HD 28192 b,Radial Velocity,2022,0,14.23283446,12.1,98.81588,0.117885,0.104204,,
HD 28254 b,Radial Velocity,2010,0,1116,13.7,368.67,2.15,0.81,,
HD 285507 b,Radial Velocity,2013,0,6.0881,13.8,311.4734,0.06,0.09,,
HD 285968 b,Radial Velocity,2008,0,8.7836,2.83,8.4,0.066,0,450,
HD 28678 b,Radial Velocity,2011,0,380.2,13.5,490.09386,1.18,0.149,,
HD 29021 b,Radial Velocity,2017,0,1362.3,12.9,1420.69298,2.28,0.459,,
HD 290327 b,Radial Velocity,2009,0,2443,13.3,772.3269,3.43,0.08,,
HD 29399 b,Radial Velocity,2022,0,892.7,13.5,498.9906,1.913,0.05,,
HD 2952 b,Radial Velocity,2013,0,311.60001,13.6,435.4271,1.23,0.13,,
HD 29985 b,Radial Velocity,2022,0,20608.14049,12.8,1881.53397,13.283797,0.261318,,
HD 30562 b,Radial Velocity,2009,0,1157,13.7,387.7526,2.34,0.76,,
HD 30669 b,Radial Velocity,2014,0,1684,14.3,149.37,2.69,0.18,,
HD 30856 b,Radial Velocity,2011,0,847,13.5,491.68301,1.85,0.061,,
HD 31253 b,Radial Velocity,2010,0,466,14.1,197.0546,1.26,0.3,,
HD 32518 b,Radial Velocity,2009,0,157.54,13.1,966.16,0.59,0.01,,
HD 32963 b,Radial Velocity,2015,0,2372,14,222.481,3.41,0.07,,
HD 330075 b,Radial Velocity,2004,0,3.38773,14.3,152.5584,0.04,0,990,
HD 331093 b,Radial Velocity,2021,0,621.62,13.6,476.74261,1.44,0.59,,
HD 332231 b,Transit,2020,0,18.71204,9.718,77.55052,0.1436,0.032,876,98.09
HD 33283 b,Radial Velocity,2006,0,18.1991,12.5,104.56607,0.1508,0.399,,
HD 33564 b,Radial Velocity,2005,0,388,12.5,2892.1,1.1,0.34,,
HD 35759 b,Radial Velocity,2016,0,82.467,13,1195.0408,0.389,0.389,,
HD 360 b,Radial Velocity,2021,0,273.1,14,238.37131,0.98,0.139,,
HD 3651 b,Radial Velocity,2003,0,62.25,10.1,72.46524,0.295,0.645,,
HD 3765 b,Radial Velocity,2021,0,1211,8.56,54.98431,2.108,0.298,,
HD 38283 b,Radial Velocity,2010,0,363.20001,14,127.132,1.02,0.41,,
HD 38801 b,Radial Velocity,2009,0,685.25,12.5,3082.31534,1.623,0.017,,
HD 39855 b,Radial Velocity,2019,0,3.2498,2.85,8.5,0.041,0.14,,
HD 40956 b,Radial Velocity,2017,0,578.6,13.2,858.141,1.4,0.24,,
HD 40979 b,Radial Velocity,2002,0,264.14999,12.9,1484.2661,0.85,0.25,,
HD 41004 A b,Radial Velocity,2004,0,963,13.2,807.25,,0.74,,
HD 41004 B b,Radial Velocity,2003,0,1.3283,12.1,5838.29,,0.081,,
HD 4113 b,Radial Velocity,2007,0,526.5239037,13.5,542.78936,1.28031,0.898669,,
HD 42012 b,Radial Velocity,2017,0,857.5,13.5,508.528,1.67,0.2,,
HD 4208 b,Radial Velocity,2001,0,832.97,13.9,257.4423,1.662,0.042,,
HD 42618 b,Radial Velocity,2016,0,149.61,3.89,14.4,0.554,0.19,337,3.16
HD 4308 b,Radial Velocity,2005,0,15.56,4.12,15.8915,0.12,0,,
HD 4313 b,Radial Velocity,2009,0,356.21,13.4,612.45841,1.157,0.147,,
HD 43691 b,Radial Velocity,2007,0,36.9987,13.2,810.4665,0.238,0.0796,,
HD 44219 b,Radial Velocity,2010,0,472.3,14.1,184.33,1.19,0.61,,
HD 45350 b,Radial Velocity,2004,0,963.6,13.5,568.89,1.92,0.778,,
HD 45652 b,Radial Velocity,2008,0,44.073,14.3,137.62039,0.237,0.607,,
HD 457 b,Radial Velocity,2022,0,20324.58153,12,7574.93226,15.443431,0.565248,,
HD 46375 b,Radial Velocity,2000,0,3.023573,10,71.8,0.0398,0.063,,
HD 47536 b,Radial Velocity,2002,0,712.13,12.6,2330,1.93,0.2,,
HD 4760 b,Radial Velocity,2021,0,434,12.3,4417.837,1.14,0.23,,
HD 48265 b,Radial Velocity,2008,0,778.51,13.5,484.69075,1.814,0.211,,
HD 4917 b,Radial Velocity,2018,0,400.5,13.5,513.29545,1.167,0.066,,
HD 49674 b,Radial Velocity,2002,0,4.94737,6.2,31.783,0.06,0.09,,
HD 50554 b,Radial Velocity,2002,0,1293,12.9,1574.464,2.353,0.501,,
HD 52265 b,Radial Velocity,2000,0,119.27,13.7,384.5743,0.52,0.27,405,
HD 55696 b,Radial Velocity,2018,0,1827,13,1230.0021,3.18,0.705,,
HD 5583 b,Radial Velocity,2016,0,139.35,12.8,1837.0574,0.53,0.076,,
HD 5608 b,Radial Velocity,2012,0,779.9,13.5,534.27223,1.911,0.056,,
HD 564 b,Radial Velocity,2014,0,492.3,12.5,104.88,1.2,0.096,,
HD 56414 b,Transit,2022,0,29.04992,3.71,13.3,0.229,0.68,1133,273.43
HD 56957 b,Radial Velocity,2022,0,5859.089924,12.8,1893.34292,6.431189,0.272564,,
HD 5891 b,Radial Velocity,2011,0,177.11,12.6,2425.0429,0.64,0.07,,
HD 59686 A b,Radial Velocity,2016,0,299.36,12.7,2199.3836,1.086,0.05,,
HD 60292 b,Radial Velocity,2020,0,495.4,12.7,2065.895,1.5,0.27,,
HD 62509 b,Radial Velocity,2006,0,589.64,13.3,731,1.64,0.02,,
HD 62549 b,Radial Velocity,2022,0,14306.88519,12.5,2773.33249,11.786592,0.150429,,
