Planet Name,Discovery Method,Discovery Year,Controversial Flag,Orbital Period [days],Planet Radius [Earth Radius],Planet Mass [Earth Mass],Orbit Semi-Major Axis [au],Eccentricity,Equilibrium Temperature [K],Insolation Flux [Earth Flux]
Kepler-1525 b,Transit,2016,0,2.41660118,0.910,0.69300,0.036000,0.000000,1343,715.11
Kepler-1526 b,Transit,2016,0,3.90863200,2.430,6.48000,0.041800,0.000000,787,99.10
Kepler-1527 b,Transit,2016,0,160.12991800,4.770,20.40000,0.627600,0.000000,450,7.81
Kepler-1528 b,Transit,2016,0,1.79111021,1.460,2.73000,0.029600,0.000000,1549,1106.85
Kepler-1529 b,Transit,2016,0,5.33905686,2.100,5.06000,0.052500,0.000000,817,115.77
Kepler-1531 b,Transit,2016,0,1.13854338,1.110,1.41000,0.022000,0.000000,2537,9805.45
Kepler-1532 b,Transit,2016,0,1.09366356,1.350,2.39000,0.020600,0.000000,1681,1705.76
Kepler-1533 b,Transit,2016,0,308.54710000,3.460,11.80000,0.962500,0.000000,330,4.79
Kepler-1534 b,Transit,2016,0,5.71668872,1.890,4.23000,0.059900,0.000000,955,196.51
Kepler-1535 b,Transit,2016,0,138.94420000,2.550,7.04000,0.532900,0.000000,384,5.38
Kepler-1536 b,Transit,2016,0,364.75803100,3.140,10.00000,0.850700,0.000000,166,0.19
Kepler-1537 b,Transit,2016,0,1.44445380,1.180,1.76000,0.024500,0.000000,1800,713.17
Kepler-1538 b,Transit,2016,0,175.13881900,2.820,8.35000,0.609500,0.000000,346,1.99
Kepler-1539 b,Transit,2016,0,133.30367410,2.700,7.75000,0.476500,0.000000,301,1.57
Kepler-1540 b,Transit,2016,0,125.41311770,2.490,6.76000,0.442600,0.000000,266,0.85
Kepler-1541 b,Transit,2016,0,8.40691199,1.160,1.65000,0.078100,0.000000,1048,75.56
Kepler-1543 b,Transit,2016,0,6.96710269,2.710,7.80000,0.086700,0.000000,1774,375.65
Kepler-1544 b,Transit,2016,0,168.81117400,1.780,3.82000,0.542100,0.000000,269,0.83
Kepler-1545 b,Transit,2016,0,163.69234900,2.700,7.75000,0.544200,0.000000,274,1.41
Kepler-1546 b,Transit,2016,0,19.59749710,3.130,9.96000,0.136600,0.000000,671,36.30
Kepler-1547 b,Transit,2016,0,0.69297968,0.900,0.66600,0.016500,0.000000,3186,5760.94
Kepler-1548 b,Transit,2016,0,124.82867900,2.640,7.46000,0.467900,0.000000,350,1.93
Kepler-1549 b,Transit,2016,0,214.88654500,2.570,7.13000,0.668700,0.000000,286,1.18
Kepler-1550 b,Transit,2016,0,225.58280900,3.020,9.38000,0.768100,0.000000,348,2.31
Kepler-1551 b,Transit,2016,0,24.49736980,2.660,7.56000,0.177200,0.000000,722,60.42
Kepler-1552 b,Transit,2016,0,184.77185300,2.470,6.66000,0.604500,0.000000,268,1.85
Kepler-1553 b,Transit,2016,0,4.24261881,1.150,1.60000,0.048100,0.000000,926,166.11
Kepler-1554 b,Transit,2016,0,198.08877400,2.900,8.75000,0.631400,0.000000,288,1.01
Kepler-1555 b,Transit,2016,0,8.10501635,1.610,3.22000,0.080500,0.000000,959,483.26
Kepler-1556 b,Transit,2016,0,8.82713457,1.960,4.50000,0.082900,0.000000,797,92.14
Kepler-1557 b,Transit,2016,0,3.74032496,1.530,2.96000,0.049000,0.000000,1287,645.54
Kepler-1558 b,Transit,2016,0,3.50470358,0.680,0.24400,0.041900,0.000000,1019,189.89
Kepler-1559 b,Transit,2016,0,0.97191543,0.720,0.29900,0.018000,0.000000,1609,1620.06
Kepler-1560 b,Transit,2016,0,3.03195744,0.890,0.64000,0.039700,0.000000,1269,593.92
Kepler-1561 b,Transit,2016,0,1.00520701,1.090,1.32000,0.019400,0.000000,1682,2364.81
Kepler-1562 b,Transit,2016,0,64.27377520,3.550,12.30000,0.330800,0.000000,554,31.77
Kepler-1563 b,Transit,2016,0,3.43276598,0.750,0.34700,0.044200,0.000000,1134,390.57
Kepler-1564 b,Transit,2016,0,18.05403810,1.470,2.76000,0.132700,0.000000,635,41.51
Kepler-1565 b,Transit,2016,0,1.53818844,1.190,1.81000,0.024100,0.000000,1234,510.57
Kepler-1566 b,Transit,2016,0,0.53991524,0.790,0.41800,0.012100,0.000000,1871,2340.98
Kepler-1567 b,Transit,2016,0,153.97957800,2.730,7.90000,0.552000,0.000000,330,2.72
Kepler-1568 b,Transit,2016,0,20.92539200,1.300,2.24000,0.149900,0.000000,729,72.57
Kepler-1569 b,Transit,2016,0,5.79180156,1.680,3.46000,0.065400,0.000000,1222,495.65
Kepler-1570 b,Transit,2016,0,26.54895500,1.070,1.24000,0.178400,0.000000,836,76.46
Kepler-1571 b,Transit,2016,0,3.38555488,1.520,2.92000,0.043200,0.000000,1476,757.13
Kepler-1572 b,Transit,2016,0,5.49548621,0.940,0.77900,0.061400,0.000000,1293,583.52
Kepler-1573 b,Transit,2016,0,2.61575540,1.200,1.87000,0.036400,0.000000,1379,1343.11
Kepler-1574 b,Transit,2016,0,6.94243340,1.290,2.21000,0.074300,0.000000,1003,289.78
Kepler-1575 b,Transit,2016,0,2.55314213,1.310,2.27000,0.036600,0.000000,1312,803.68
Kepler-1576 b,Transit,2016,0,6.98471973,1.040,1.12000,0.072600,0.000000,1059,156.61
Kepler-1577 b,Transit,2016,0,6.30560247,1.130,1.51000,0.065700,0.000000,1125,57.75
Kepler-1578 b,Transit,2016,0,1.45088691,1.040,1.12000,0.025200,0.000000,1700,1486.44
Kepler-1579 b,Transit,2016,0,0.84990789,0.840,0.52000,0.014000,0.000000,1139,396.64
Kepler-1580 b,Transit,2016,0,56.64492790,2.110,5.10000,0.323000,0.000000,733,83.09
Kepler-1581 b,Transit,2016,0,6.28385491,0.800,0.43700,0.067400,0.000000,1108,470.86
Kepler-1582 b,Transit,2016,0,4.83817712,1.490,2.83000,0.031600,0.000000,354,2.50
Kepler-1583 b,Transit,2016,0,9.32807355,0.600,0.15600,0.085000,0.000000,788,124.31
Kepler-1584 b,Transit,2016,0,13.39970990,1.610,3.22000,0.116800,0.000000,886,162.54
Kepler-1585 b,Transit,2016,0,3.58274630,1.790,3.86000,0.044500,0.000000,1064,182.94
Kepler-1586 b,Transit,2016,0,15.60492120,1.520,2.92000,0.126600,0.000000,1013,105.77
Kepler-1587 b,Transit,2016,0,9.40604670,1.330,2.33000,0.087800,0.000000,981,254.70
Kepler-1588 b,Transit,2016,0,7.84931739,0.760,0.36300,0.072600,0.000000,925,359.79
Kepler-1589 b,Transit,2016,0,0.99166527,1.090,1.32000,0.020500,0.000000,2102,5228.78
Kepler-1590 b,Transit,2016,0,7.61760804,1.140,1.55000,0.077200,0.000000,1020,171.48
Kepler-1591 b,Transit,2016,0,8.18504949,1.270,2.15000,0.079400,0.000000,892,439.43
Kepler-1592 b,Transit,2016,0,3.05710069,1.540,2.99000,0.040000,0.000000,1202,1918.34
Kepler-1593 b,Transit,2016,0,174.50983500,3.170,10.20000,0.546000,0.000000,260,0.89
Kepler-1594 b,Transit,2016,0,2.71603809,1.060,1.20000,0.039600,0.000000,1360,672.41
Kepler-1595 b,Transit,2016,0,4.56380468,1.230,2.04000,0.051000,0.000000,980,185.57
Kepler-1596 b,Transit,2016,0,66.37337900,1.900,4.27000,0.323700,0.000000,471,33.38
Kepler-1597 b,Transit,2016,0,2.94654179,1.060,1.20000,0.042700,0.000000,1497,1431.31
Kepler-1598 b,Transit,2016,0,4.34195123,0.950,0.80900,0.052700,0.000000,1236,308.46
Kepler-1599 b,Transit,2016,0,122.36355300,1.620,3.26000,0.482300,0.000000,407,8.20
Kepler-16 b,Transit,2011,0,228.77600000,8.449,105.83300,0.704800,0.006900,,
Kepler-1601 b,Transit,2016,0,2.20921951,0.820,0.47700,0.033600,0.000000,1507,999.75
Kepler-1602 b,Transit,2016,0,11.17931605,1.340,2.36000,0.107400,0.000000,1159,124.51
Kepler-1603 b,Transit,2016,0,2.27163926,1.290,2.21000,0.035100,0.000000,1522,1269.46
Kepler-1604 b,Transit,2016,0,0.68368426,1.410,2.57000,0.008900,0.000000,2023,3567.57
Kepler-1605 b,Transit,2016,0,85.75654950,1.080,1.28000,0.391200,0.000000,528,16.73
Kepler-1606 b,Transit,2016,0,196.43522400,2.070,4.94000,0.642100,0.000000,324,1.29
Kepler-1607 b,Transit,2016,0,13.64736760,0.920,0.72100,0.107500,0.000000,913,449.63
Kepler-1608 b,Transit,2016,0,16.47356860,1.730,3.64000,0.112600,0.000000,612,33.22
Kepler-1609 b,Transit,2016,0,114.34219000,2.220,5.56000,0.467900,0.000000,429,12.97
Kepler-1610 b,Transit,2016,0,8.70181574,1.610,3.22000,0.077700,0.000000,750,56.21
Kepler-1611 b,Transit,2016,0,5.17624290,0.810,0.45700,0.058600,0.000000,1243,146.22
Kepler-1612 b,Transit,2016,0,3.91795101,1.030,1.08000,0.048200,0.000000,1030,269.25
Kepler-1613 b,Transit,2016,0,1.51842990,2.080,4.98000,0.026400,0.000000,1926,6797.62
Kepler-1614 b,Transit,2016,0,3.94661410,1.490,2.83000,0.047100,0.000000,981,276.37
Kepler-1615 b,Transit,2016,0,47.31261920,2.060,4.90000,0.278800,0.000000,658,31.17
Kepler-1616 b,Transit,2016,0,6.76284377,1.020,1.04000,0.076100,0.000000,1337,724.86
Kepler-1617 b,Transit,2016,0,27.47855720,1.200,1.87000,0.181000,0.000000,736,64.69
Kepler-1618 b,Transit,2016,0,6.10826019,1.260,2.13000,0.070600,0.000000,1267,903.91
Kepler-1619 b,Transit,2016,0,23.62259130,0.760,0.36300,0.161100,0.000000,797,74.64
Kepler-1620 b,Transit,2016,0,101.95182900,1.610,3.22000,0.432200,0.000000,428,7.92
Kepler-1621 b,Transit,2016,0,92.26371400,2.160,5.31000,0.420400,0.000000,469,14.05
Kepler-1622 b,Transit,2016,0,10.81187370,1.470,2.76000,0.099400,0.000000,922,236.00
Kepler-1623 b,Transit,2016,0,4.36128348,1.310,2.27000,0.051800,0.000000,1000,243.08
Kepler-1624 b,Transit,2016,0,3.29030452,5.700,27.60000,0.032700,0.000000,540,6.01
Kepler-1625 b,Transit,2016,0,287.37894900,6.060,30.60000,0.874800,0.000000,350,3.77
Kepler-1626 b,Transit,2016,0,4.13962966,2.020,4.74000,0.053700,0.000000,1352,1328.65
Kepler-1627 b,Transit,2016,0,7.20283653,3.690,13.20000,0.064300,0.000000,794,143.12
Kepler-1628 b,Transit,2016,0,76.37803300,6.430,33.80000,0.295200,0.000000,240,0.79
Kepler-1629 b,Transit,2016,0,3.87595807,0.770,0.38100,0.048500,0.000000,1081,315.46
Kepler-1630 b,Transit,2016,0,509.99740200,2.190,5.43000,1.121800,0.000000,182,0.26
Kepler-1631 b,Transit,2016,0,4.09513932,1.350,2.39000,0.051100,0.000000,1122,446.92
Kepler-1632 b,Transit,2016,0,448.30355800,2.470,6.66000,0.676200,0.000000,369,6.06
Kepler-1633 b,Transit,2016,0,186.40427100,1.580,3.12000,0.387500,0.000000,925,26.26
Kepler-1634 b,Transit,2016,0,374.87623900,3.190,10.30000,1.052500,0.000000,282,0.54
Kepler-1635 b,Transit,2016,0,469.63111000,3.640,12.90000,1.117000,0.000000,200,0.40
Kepler-1636 b,Transit,2016,0,425.47785000,3.230,10.50000,1.154600,0.000000,248,1.22
Kepler-1637 b,Transit,2016,0,6.10960324,0.890,0.64000,0.059600,0.000000,1093,337.78
Kepler-1638 b,Transit,2016,0,259.33683000,1.870,4.16000,0.745000,0.000000,304,2.76
Kepler-1639 b,Transit,2016,0,9.87848200,2.580,7.18000,0.093200,0.000000,1003,187.85
Kepler-1640 b,Transit,2016,0,7.58441260,4.820,20.70000,0.083600,0.000000,1228,537.40
Kepler-1643 b,Transit,2016,0,5.34265700,2.320,5.99000,0.053100,0.000000,799,137.75
Kepler-1644 b,Transit,2016,0,21.09077580,1.880,4.19000,0.142000,0.000000,606,31.86
Kepler-1645 b,Transit,2016,0,16.17795610,1.780,3.82000,0.128500,0.000000,754,138.54
Kepler-1646 b,Transit,2016,0,4.48558383,1.230,2.04000,0.029500,0.000000,365,4.20
Kepler-1647 b,Transit,2016,0,1107.59230000,11.874,483.00000,2.720500,0.058100,,
Kepler-1650 b,Transit,2017,0,1.53818001,0.960,0.84000,0.016700,0.010000,602,54.56
Kepler-1651 b,Transit,2017,0,9.87863917,1.840,4.04000,0.069200,0.130000,393,5.65
Kepler-1652 b,Transit,2017,0,38.09722000,1.600,3.19000,0.165400,0.000000,268,0.81
Kepler-1653 b,Transit,2017,0,140.25240000,2.170,5.35000,0.470600,0.000000,284,0.98
Kepler-1654 b,Transit,2018,0,1047.83560000,9.180,158.91500,2.026000,0.260000,206,0.30
Kepler-1655 b,Transit,2018,0,11.87287870,2.213,5.00000,0.103000,0.000000,863,155.00
Kepler-1658 b,Transit,2019,0,3.84937278,11.994,1868.84040,0.054400,0.062800,2034,4055.29
Kepler-1661 b,Transit,2020,0,175.06000000,3.870,17.00000,0.633000,0.057000,243,0.88
Kepler-1663 b,Transit,2020,0,17.60460000,3.304,10.90000,0.107200,0.000000,362,4.07
Kepler-1664 b,Transit,2020,0,14.38680000,3.033,9.45000,0.113700,0.000000,776,85.46
Kepler-1665 b,Transit,2020,0,11.95480000,2.839,8.44000,0.100600,0.000000,906,159.04
Kepler-1667 b,Transit,2020,0,83.57810000,2.984,9.19000,0.425600,0.000000,655,17.31
Kepler-1668 b,Transit,2020,0,15.43400000,4.348,17.40000,0.124000,0.000000,721,63.79
Kepler-1670 b,Transit,2020,0,20.49980000,3.356,11.20000,0.152800,0.000000,731,67.67
Kepler-1671 b,Transit,2020,0,4.16787000,1.326,2.32000,0.049100,0.000000,962,202.48
Kepler-1672 b,Transit,2020,0,150.87800000,2.970,9.11000,0.572600,0.000000,423,7.56
Kepler-1673 b,Transit,2020,0,33.78880000,2.936,8.93000,0.212700,0.000000,611,33.01
Kepler-1674 b,Transit,2020,0,62.56110000,3.206,10.40000,0.301700,0.000000,417,7.13
Kepler-1675 b,Transit,2020,0,63.03820000,3.125,9.93000,0.307600,0.000000,465,11.10
Kepler-1676 b,Transit,2020,0,29.92210000,3.377,11.30000,0.195400,0.000000,782,33.45
Kepler-1677 b,Transit,2020,0,22.06400000,2.702,7.76000,0.162400,0.000000,712,60.81
Kepler-1678 b,Transit,2020,0,147.97400000,3.304,10.90000,0.530200,0.000000,329,2.78
Kepler-1679 b,Transit,2020,0,9.75376000,2.069,4.93000,0.089200,0.000000,813,103.30
Kepler-1680 b,Transit,2020,0,8.77424000,1.360,2.42000,0.078400,0.000000,771,83.63
Kepler-1681 b,Transit,2020,0,69.89560000,2.553,7.05000,0.320000,0.000000,442,5.33
Kepler-1682 b,Transit,2020,0,14.83340000,2.889,8.70000,0.113400,0.000000,694,54.74
Kepler-1683 b,Transit,2020,0,15.03370000,1.875,4.17000,0.118200,0.000000,669,47.32
Kepler-1684 b,Transit,2020,0,47.70550000,2.871,8.60000,0.225300,0.000000,347,3.42
Kepler-1685 b,Transit,2020,0,20.49050000,2.577,7.16000,0.148500,0.000000,625,36.01
Kepler-1686 b,Transit,2020,0,9.30987000,1.426,2.62000,0.086600,0.000000,913,164.38
Kepler-1687 b,Transit,2020,0,5.77954000,1.656,3.38000,0.053200,0.000000,598,30.22
Kepler-1688 b,Transit,2020,0,5.62012000,1.262,2.13000,0.057700,0.000000,772,84.01
Kepler-1689 b,Transit,2020,0,8.48300000,0.947,0.79900,0.079800,0.000000,879,141.04
Kepler-1690 b,Transit,2020,0,234.63600000,2.811,8.30000,0.709700,0.000000,267,1.20
Kepler-1691 b,Transit,2020,0,3.84820000,1.835,4.02000,0.049500,0.000000,1283,641.53
Kepler-1692 b,Transit,2020,0,5.95966000,1.112,1.42000,0.064600,0.000000,897,153.48
Kepler-1694 b,Transit,2020,0,3.89526000,1.180,1.76000,0.044900,0.000000,956,197.66
Kepler-1695 b,Transit,2020,0,4.73290000,1.119,1.46000,0.052900,0.000000,957,198.57
Kepler-1696 b,Transit,2020,0,65.94090000,2.810,8.29000,0.324400,0.000000,454,10.04
Kepler-1697 b,Transit,2020,0,33.49690000,1.260,2.12000,0.200800,0.000000,630,37.30
Kepler-1698 b,Transit,2020,0,1.21070000,1.073,1.25000,0.020300,0.000000,1351,784.51
Kepler-1699 b,Transit,2020,0,3.49082000,1.567,3.08000,0.041800,0.000000,1010,245.65
Kepler-17 b,Transit,2011,0,1.48571080,14.680,778.65000,0.025910,0.011000,1570,1481.77
Kepler-1700 b,Transit,2020,0,234.23900000,2.901,8.76000,0.757600,0.000000,329,2.77
Kepler-1701 b,Transit,2020,0,169.13400000,2.222,5.57000,0.560800,0.000000,273,1.31
Kepler-1702 b,Transit,2020,0,18.50120000,1.602,3.20000,0.127500,0.000000,555,22.40
Kepler-1704 b,Transit,2013,0,988.88113000,11.938,1318.98789,2.026000,0.921000,254,0.34
Kepler-1708 b,Transit,2021,0,737.11310000,9.960,1462.01067,1.640000,0.400000,,0.56
Kepler-1709 b,Transit,2021,0,65.70459747,3.124,9.93000,0.319200,0.000000,472,10.02
Kepler-1710 b,Transit,2021,0,14.91110039,3.197,10.30000,0.115900,0.000000,694,49.29
Kepler-1711 b,Transit,2021,0,21.06080055,1.923,4.36000,0.146300,0.000000,669,47.39
Kepler-1712 b,Transit,2021,0,13.81499958,2.284,5.83000,0.090300,0.000000,391,5.52
Kepler-1713 b,Transit,2021,0,18.01160049,1.717,3.59000,0.146900,0.000000,900,150.48
Kepler-1714 b,Transit,2021,0,10.27530003,3.264,10.70000,0.104700,0.000000,1211,522.13
Kepler-1715 b,Transit,2021,0,35.59730148,4.140,16.00000,0.217800,0.000000,646,33.49
Kepler-1716 b,Transit,2021,0,35.58100128,2.425,6.46000,0.191600,0.000000,408,6.22
Kepler-1717 b,Transit,2021,0,30.65279961,2.989,9.21000,0.201400,0.000000,780,87.69
Kepler-1718 b,Transit,2021,0,135.18800350,2.569,7.12000,0.487800,0.000000,345,3.33
Kepler-1719 b,Transit,2021,0,6.14955998,3.950,14.80000,0.067400,0.000000,1287,649.26
Kepler-1720 b,Transit,2021,0,12.70639992,3.216,10.40000,0.104300,0.000000,697,55.86
Kepler-1721 b,Transit,2021,0,4.59238005,3.119,9.90000,0.051900,0.000000,924,172.60
Kepler-1722 b,Transit,2021,0,9.17856979,2.867,8.58000,0.081900,0.000000,753,76.14
Kepler-1723 b,Transit,2021,0,39.75289917,2.880,8.65000,0.224900,0.000000,568,24.54
Kepler-1724 b,Transit,2021,0,6.45442009,2.837,8.43000,0.068300,0.000000,999,234.98
Kepler-1725 b,Transit,2021,0,16.71990013,2.813,8.31000,0.130200,0.000000,767,74.26
Kepler-1726 b,Transit,2021,0,18.39629936,2.509,6.84000,0.130600,0.000000,582,27.09
Kepler-1727 b,Transit,2021,0,9.02929974,3.173,10.20000,0.079600,0.000000,757,77.75
Kepler-1728 b,Transit,2021,0,4.78299999,2.955,9.04000,0.053500,0.000000,886,145.48
Kepler-1729 b,Transit,2021,0,4.22097015,3.894,14.40000,0.041800,0.000000,595,29.68
Kepler-1730 b,Transit,2021,0,13.81019974,4.485,18.40000,0.113100,0.000000,833,113.75
Kepler-1731 b,Transit,2021,0,21.76129913,2.933,8.92000,0.140100,0.000000,486,13.18
Kepler-1732 b,Transit,2021,0,32.31240082,4.099,15.70000,0.201500,0.000000,699,27.05
Kepler-1733 b,Transit,2021,0,9.22957993,3.636,12.80000,0.093300,0.000000,1021,257.11
Kepler-1734 b,Transit,2021,0,6.79685020,3.089,9.74000,0.071400,0.000000,985,222.91
Kepler-1735 b,Transit,2021,0,7.71792984,1.194,1.84000,0.062100,0.000000,502,15.01
Kepler-1736 b,Transit,2021,0,37.81029892,3.877,14.30000,0.218800,0.000000,566,24.27
Kepler-1737 b,Transit,2021,0,64.61750031,5.395,25.10000,0.297000,0.000000,383,5.09
Kepler-1738 b,Transit,2021,0,7.67463016,2.825,8.37000,0.078100,0.000000,957,198.67
Kepler-1739 b,Transit,2021,0,7.34370995,2.431,6.48000,0.069700,0.000000,839,117.50
Kepler-1740 b,Transit,2021,0,8.17240047,3.323,11.00000,0.077900,0.000000,858,127.95
Kepler-1741 b,Transit,2021,0,2.75759006,1.273,2.16000,0.029600,0.000000,615,33.79
Kepler-1742 b,Transit,2021,0,49.47819901,2.178,5.38000,0.258700,0.000000,462,10.73
Kepler-1743 b,Transit,2021,0,7.64971018,1.599,3.18000,0.082200,0.000000,1144,404.99
Kepler-1744 b,Transit,2021,0,37.10110092,3.768,13.60000,0.209300,0.000000,532,18.95
Kepler-1745 b,Transit,2021,0,3.01619005,1.929,4.38000,0.040800,0.000000,1449,1044.49
Kepler-1746 b,Transit,2021,0,321.21200560,8.935,59.10000,0.945300,0.000000,310,2.17
Kepler-1747 b,Transit,2021,0,6.23031998,4.265,16.80000,0.066000,0.000000,875,138.33
Kepler-1748 b,Transit,2021,0,5.82352018,2.713,7.81000,0.061500,0.000000,955,196.33
Kepler-1749 b,Transit,2021,0,14.53409958,1.613,3.23000,0.095600,0.000000,420,7.34
Kepler-1750 b,Transit,2021,0,205.91200260,6.004,30.10000,0.678500,0.000000,298,1.85
Kepler-1751 b,Transit,2021,0,7.01731014,1.824,3.98000,0.071200,0.000000,984,221.46
Kepler-1752 b,Transit,2021,0,56.35850143,4.541,18.70000,0.269800,0.000000,419,7.29
Kepler-1753 b,Transit,2021,0,16.00460052,2.227,5.59000,0.117900,0.000000,583,27.41
Kepler-1754 b,Transit,2021,0,8.19594955,2.440,6.53000,0.071800,0.000000,672,48.20
Kepler-1755 b,Transit,2021,0,24.81209946,5.917,29.40000,0.166800,0.000000,631,37.43
Kepler-1756 b,Transit,2021,0,2.35575008,1.472,2.77000,0.031900,0.000000,1093,338.40
Kepler-1757 b,Transit,2021,0,19.65640068,2.947,8.99000,0.133500,0.000000,549,21.50
Kepler-1758 b,Transit,2021,0,9.97721005,2.571,7.13000,0.091900,0.000000,1028,93.64
Kepler-1759 b,Transit,2021,0,3.72023010,0.904,0.67600,0.042900,0.000000,954,195.70
Kepler-1760 b,Transit,2021,0,38.32609940,2.290,5.86000,0.208400,0.000000,480,12.56
Kepler-1761 b,Transit,2021,0,4.04354000,1.391,2.51000,0.041300,0.000000,613,33.34
Kepler-1762 b,Transit,2021,0,29.53910065,2.760,8.05000,0.204000,0.000000,714,61.49
Kepler-1763 b,Transit,2021,0,1.48028004,1.147,1.59000,0.025700,0.000000,1822,2597.27
