Planet Name,Discovery Method,Discovery Year,Controversial Flag,Orbital Period [days],Planet Radius [Earth Radius],Planet Mass [Earth Mass],Orbit Semi-Major Axis [au],Eccentricity,Equilibrium Temperature [K],Insolation Flux [Earth Flux]
Kepler-159 b,Transit,2014,0,10.13962300,2.380,6.26000,0.082000,0.000000,447,33.46
Kepler-159 c,Transit,2014,0,43.59579200,3.410,11.50000,0.218000,0.000000,275,4.79
Kepler-1600 b,Transit,2016,0,386.37054800,3.130,9.96000,0.971200,0.000000,209,0.46
Kepler-1600 c,Transit,2021,0,7.29804993,1.942,4.43000,0.068900,0.000000,786,90.04
Kepler-161 b,Transit,2014,0,4.92135500,2.120,12.10000,0.054000,0.000000,868,123.40
Kepler-161 c,Transit,2014,0,7.06424000,2.050,11.80000,0.068000,0.000000,769,76.20
Kepler-162 b,Transit,2014,0,6.91979800,1.260,2.13000,0.069000,0.000000,961,305.95
Kepler-162 c,Transit,2014,0,19.44635500,3.030,9.43000,0.137000,0.000000,681,77.05
Kepler-163 b,Transit,2014,0,7.81093700,1.050,1.16000,0.078000,0.000000,906,115.61
Kepler-163 c,Transit,2014,0,21.34726200,2.260,5.73000,0.152000,0.000000,648,30.24
Kepler-1641 b,Transit,2016,0,19.67226600,3.110,9.85000,0.147300,0.000000,908,82.83
Kepler-1641 c,Transit,2016,0,32.65721200,2.950,9.01000,0.206500,0.000000,767,42.15
Kepler-1642 b,Transit,2016,0,12.20575130,3.200,10.30000,0.101600,0.000000,895,39.91
Kepler-1642 c,Transit,2016,0,6.65138020,2.660,7.56000,0.067800,0.000000,1095,89.63
Kepler-1649 b,Transit,2017,0,8.68909900,1.017,1.03000,0.051400,0.000000,307,2.21
Kepler-1649 c,Transit,2020,0,19.53527000,1.060,1.20000,0.064900,0.000000,234,0.75
Kepler-165 b,Transit,2014,0,8.18084800,2.320,5.99000,0.072000,0.000000,716,59.80
Kepler-165 c,Transit,2014,0,15.31299000,2.230,5.60000,0.110000,0.000000,581,25.93
Kepler-1656 b,Transit,2018,0,31.56200000,4.520,47.80000,0.197400,0.838000,651,24.94
Kepler-1656 c,Radial Velocity,2022,0,1919.00000000,14.000,126.40000,3.053000,0.527000,,
Kepler-1666 b,Transit,2020,0,25.84760000,2.883,8.66000,0.176100,0.000000,672,48.23
Kepler-1666 c,Transit,2020,0,40.71570000,3.236,10.50000,0.238300,0.000000,578,26.34
Kepler-1669 b,Transit,2020,0,9.51216000,2.780,8.15000,0.074500,0.000000,530,18.66
Kepler-1669 c,Transit,2021,0,1.60932005,1.901,4.27000,0.022800,0.000000,958,199.28
Kepler-168 b,Transit,2014,0,4.42539100,1.460,2.73000,0.056000,0.000000,1240,725.06
Kepler-168 c,Transit,2014,0,13.19324200,2.690,7.70000,0.116000,0.000000,862,169.00
Kepler-1693 b,Transit,2020,0,12.09990000,1.289,2.21000,0.101100,0.000000,807,100.37
Kepler-1693 c,Transit,2021,0,5.36370993,0.977,0.89400,0.058800,0.000000,1059,296.73
Kepler-170 b,Transit,2014,0,7.93059200,3.200,82.60000,0.080000,0.000000,899,136.52
Kepler-170 c,Transit,2014,0,16.66586300,2.860,8.55000,0.131000,0.000000,702,50.68
Kepler-1705 b,Transit,2014,0,9.03502000,2.030,4.47000,0.080000,0.033000,789,91.74
Kepler-1705 c,Transit,2021,0,11.28000000,2.050,5.42000,,0.028000,,
Kepler-173 b,Transit,2014,0,4.26374200,1.290,2.21000,0.048000,0.000000,1179,599.50
Kepler-173 c,Transit,2014,0,8.00577700,2.430,6.48000,0.074000,0.000000,956,258.42
Kepler-175 b,Transit,2014,0,11.90351500,2.560,7.08000,0.105000,0.000000,827,129.64
Kepler-175 c,Transit,2014,0,34.03525700,3.100,9.80000,0.213000,0.000000,583,31.95
Kepler-177 b,Transit,2013,0,36.86010000,3.500,5.84000,0.218400,0.000000,549,30.40
Kepler-177 c,Transit,2013,0,49.40926000,8.730,14.70000,0.265500,0.000000,497,25.40
Kepler-179 b,Transit,2014,0,2.73592600,1.640,3.33000,0.036000,0.000000,1075,360.26
Kepler-179 c,Transit,2014,0,6.40013000,2.000,4.66000,0.064000,0.000000,810,115.98
Kepler-180 b,Transit,2014,0,13.81712400,1.500,2.86000,0.109000,0.000000,781,72.12
Kepler-180 c,Transit,2014,0,41.88577500,3.010,9.32000,0.229000,0.000000,540,16.42
Kepler-1802 b,Transit,2021,0,15.45020008,1.671,3.43000,0.066200,0.000000,581,26.91
Kepler-1802 c,Transit,2021,0,33.13610077,2.322,6.00000,0.174800,0.000000,357,3.86
Kepler-181 b,Transit,2014,0,3.13787300,1.270,2.15000,0.040000,0.000000,1041,255.58
Kepler-181 c,Transit,2014,0,4.30214900,1.990,4.62000,0.049000,0.000000,937,168.19
Kepler-182 b,Transit,2014,0,9.82579200,2.580,7.18000,0.096000,0.000000,935,239.79
Kepler-182 c,Transit,2014,0,20.68434200,3.430,11.60000,0.157000,0.000000,729,88.85
Kepler-183 b,Transit,2014,0,5.68794500,2.060,4.90000,0.064000,0.000000,1088,281.85
Kepler-183 c,Transit,2014,0,11.63707100,2.270,35.70000,0.103000,0.000000,857,108.72
Kepler-185 b,Transit,2014,0,1.63290000,1.170,1.71000,0.026000,0.000000,1237,475.51
Kepler-185 c,Transit,2014,0,20.72904200,2.020,4.74000,0.139000,0.000000,530,16.03
Kepler-187 b,Transit,2014,0,4.93886400,1.410,2.57000,0.059000,0.000000,1244,902.24
Kepler-187 c,Transit,2014,0,10.64026300,2.670,7.61000,0.099000,0.000000,963,324.13
Kepler-188 b,Transit,2014,0,2.06189700,1.680,3.46000,0.032000,0.000000,1463,1069.23
Kepler-188 c,Transit,2014,0,5.99655300,3.190,10.30000,0.066000,0.000000,1025,257.35
Kepler-189 b,Transit,2014,0,10.39993100,1.210,1.92000,0.088000,0.000000,678,45.39
Kepler-189 c,Transit,2014,0,20.13486600,2.380,22.70000,0.137000,0.000000,544,18.81
Kepler-190 b,Transit,2014,0,2.01999900,1.560,3.05000,0.030000,0.000000,1166,417.24
Kepler-190 c,Transit,2014,0,3.76302400,1.460,2.73000,0.045000,0.000000,948,181.70
Kepler-1907 b,Transit,2021,0,5.65245009,0.870,0.58900,0.056500,0.000000,856,127.10
Kepler-1907 c,Transit,2021,0,14.86390018,1.155,1.63000,0.107600,0.000000,620,35.04
Kepler-193 b,Transit,2014,0,11.38848000,2.390,6.30000,0.106000,0.000000,979,117.30
Kepler-193 c,Transit,2014,0,50.69749400,2.750,8.00000,0.286000,0.000000,595,16.03
Kepler-195 b,Transit,2014,0,8.30787200,2.030,4.78000,0.077000,0.000000,751,74.15
Kepler-195 c,Transit,2014,0,34.09686300,1.550,3.02000,0.197000,0.000000,469,11.28
Kepler-1972 b,Transit,2014,0,7.54425000,0.802,2.02000,0.076300,0.067000,1084,326.67
Kepler-1972 c,Transit,2014,0,11.32950000,0.868,2.11000,0.104100,0.043000,1215,515.77
Kepler-199 b,Transit,2014,0,23.63760400,3.110,9.85000,0.158000,0.000000,595,31.68
Kepler-199 c,Transit,2014,0,67.09340800,3.250,10.60000,0.316000,0.000000,420,7.88
Kepler-200 b,Transit,2014,0,8.59480500,2.130,5.18000,0.080000,0.000000,854,159.07
Kepler-200 c,Transit,2014,0,10.22215700,1.590,3.15000,0.090000,0.000000,806,126.36
Kepler-201 b,Transit,2014,0,25.67208300,2.460,6.62000,0.175000,0.000000,683,64.55
Kepler-201 c,Transit,2014,0,151.88405800,2.850,8.50000,0.573000,0.000000,378,6.03
Kepler-202 b,Transit,2014,0,4.06942700,1.630,3.29000,0.045000,0.000000,802,108.50
Kepler-202 c,Transit,2014,0,16.28249300,1.850,4.08000,0.113000,0.000000,505,17.07
Kepler-204 b,Transit,2014,0,14.40097400,2.530,6.94000,0.117000,0.000000,828,79.70
Kepler-204 c,Transit,2014,0,25.66059300,1.790,3.86000,0.173000,0.000000,683,36.89
Kepler-205 b,Transit,2014,0,2.75564000,1.510,2.89000,0.032000,0.000000,757,102.56
Kepler-205 c,Transit,2014,0,20.30654600,1.640,3.33000,0.122000,0.000000,389,7.14
Kepler-209 b,Transit,2014,0,16.08784500,2.260,5.73000,0.122000,0.000000,668,48.66
Kepler-209 c,Transit,2014,0,41.74988200,3.100,9.80000,0.231000,0.000000,486,13.64
Kepler-210 b,Transit,2014,0,2.45323400,2.940,8.96000,0.032000,0.000000,737,122.14
Kepler-210 c,Transit,2014,0,7.97251300,3.620,12.80000,0.070000,0.000000,497,25.44
Kepler-211 b,Transit,2014,0,4.13857500,1.260,2.13000,0.048000,0.000000,954,158.19
Kepler-211 c,Transit,2014,0,6.04045000,1.290,18.30000,0.062000,0.000000,841,95.44
Kepler-212 b,Transit,2014,0,16.25758200,1.090,1.32000,0.133000,0.000000,830,133.87
Kepler-212 c,Transit,2014,0,31.80517400,2.740,7.95000,0.207000,0.000000,664,54.66
Kepler-213 b,Transit,2014,0,2.46236000,1.620,3.26000,0.036000,0.000000,1326,833.47
Kepler-213 c,Transit,2014,0,4.82296200,2.340,6.08000,0.057000,0.000000,1060,339.54
Kepler-214 b,Transit,2014,0,15.66054400,2.610,7.32000,0.130000,0.000000,758,196.40
Kepler-214 c,Transit,2014,0,28.77980000,2.130,5.18000,0.194000,0.000000,619,87.24
Kepler-216 b,Transit,2014,0,7.69364100,2.350,6.12000,0.079000,0.000000,1069,540.03
Kepler-216 c,Transit,2014,0,17.40666900,3.040,9.48000,0.136000,0.000000,814,182.06
Kepler-225 b,Transit,2014,0,6.73897500,1.200,1.87000,0.056000,0.000000,579,38.88
Kepler-225 c,Transit,2014,0,18.79423400,1.840,4.04000,0.111000,0.000000,412,9.90
Kepler-227 b,Transit,2014,0,9.48801500,3.110,9.85000,0.090000,0.000000,793,104.64
Kepler-227 c,Transit,2014,0,54.41869400,3.040,9.48000,0.290000,0.000000,443,10.19
Kepler-230 b,Transit,2014,0,32.62555500,4.260,16.80000,0.191000,0.000000,506,11.82
Kepler-230 c,Transit,2014,0,91.77324200,2.040,4.82000,0.380000,0.000000,359,2.98
Kepler-231 b,Transit,2014,0,10.06527500,1.730,35.40000,0.074000,0.000000,488,14.88
Kepler-231 c,Transit,2014,0,19.27156600,1.930,24.10000,0.114000,0.000000,393,6.27
Kepler-232 b,Transit,2014,0,4.43122200,3.080,9.69000,0.054000,0.000000,1104,410.58
Kepler-232 c,Transit,2014,0,11.37934900,3.830,14.00000,0.101000,0.000000,806,116.52
Kepler-233 b,Transit,2014,0,8.47238200,2.430,6.48000,0.077000,0.000000,751,85.13
Kepler-233 c,Transit,2014,0,60.41895500,2.710,7.80000,0.287000,0.000000,390,6.20
Kepler-234 b,Transit,2014,0,2.71150600,3.700,13.20000,0.040000,0.000000,1420,1007.72
Kepler-234 c,Transit,2014,0,7.21205000,3.510,12.10000,0.077000,0.000000,1025,273.30
Kepler-236 b,Transit,2014,0,8.29561100,1.570,3.09000,0.065000,0.000000,469,15.63
Kepler-236 c,Transit,2014,0,23.96812700,2.000,4.66000,0.132000,0.000000,329,3.80
Kepler-237 b,Transit,2014,0,4.71510600,1.410,2.57000,0.050000,0.000000,823,124.96
Kepler-237 c,Transit,2014,0,8.10363600,2.080,4.98000,0.071000,0.000000,687,60.64
Kepler-239 b,Transit,2014,0,11.76305100,2.330,6.04000,0.095000,0.000000,616,34.75
Kepler-239 c,Transit,2014,0,56.22809800,2.510,6.85000,0.268000,0.000000,366,4.32
Kepler-240 b,Transit,2014,0,4.14449500,1.370,2.45000,0.048000,0.000000,864,142.74
Kepler-240 c,Transit,2014,0,7.95352800,2.200,102.30000,0.074000,0.000000,696,59.84
Kepler-241 b,Transit,2014,0,12.71809200,2.330,6.04000,0.094000,0.000000,562,23.60
Kepler-241 c,Transit,2014,0,36.06597800,2.570,7.13000,0.189000,0.000000,397,5.88
Kepler-242 b,Transit,2014,0,8.20395000,2.610,7.32000,0.075000,0.000000,742,43.77
Kepler-242 c,Transit,2014,0,14.49648100,2.000,4.66000,0.109000,0.000000,613,20.50
Kepler-243 b,Transit,2014,0,5.71544200,2.450,6.57000,0.062000,0.000000,850,115.50
Kepler-243 c,Transit,2014,0,20.02621800,1.990,4.62000,0.142000,0.000000,559,21.72
Kepler-246 b,Transit,2014,0,4.60182000,2.340,6.08000,0.052000,0.000000,896,141.61
Kepler-246 c,Transit,2014,0,11.18716100,1.500,2.86000,0.095000,0.000000,667,43.21
Kepler-248 b,Transit,2014,0,6.30820500,3.020,9.38000,0.066000,0.000000,819,79.31
Kepler-248 c,Transit,2014,0,16.23949400,4.070,15.60000,0.123000,0.000000,598,22.46
Kepler-252 b,Transit,2014,0,6.66839100,1.230,2.04000,0.058000,0.000000,587,39.26
Kepler-252 c,Transit,2014,0,10.84846300,2.150,5.27000,0.080000,0.000000,499,20.51
Kepler-258 b,Transit,2014,0,13.19722000,4.060,15.50000,0.103000,0.000000,642,27.79
Kepler-258 c,Transit,2014,0,33.65307900,3.610,12.70000,0.193000,0.000000,470,7.99
Kepler-259 b,Transit,2014,0,8.11531700,2.800,8.25000,0.079000,0.000000,879,113.45
Kepler-259 c,Transit,2014,0,36.92493100,2.700,7.75000,0.217000,0.000000,530,15.05
Kepler-260 b,Transit,2014,0,8.18739900,2.010,4.70000,0.075000,0.000000,782,132.13
Kepler-260 c,Transit,2014,0,76.05017800,1.740,3.68000,0.332000,0.000000,372,6.78
Kepler-261 b,Transit,2014,0,10.38122700,2.180,5.39000,0.088000,0.000000,672,45.78
Kepler-261 c,Transit,2014,0,24.57085800,2.000,4.66000,0.156000,0.000000,505,14.51
Kepler-262 b,Transit,2014,0,13.06085500,1.360,2.42000,0.108000,0.000000,734,50.17
Kepler-262 c,Transit,2014,0,21.85372200,1.640,3.33000,0.152000,0.000000,618,25.26
Kepler-263 b,Transit,2014,0,16.56808700,2.670,7.61000,0.120000,0.000000,548,24.31
Kepler-263 c,Transit,2014,0,47.33277300,2.470,6.66000,0.242000,0.000000,386,5.99
Kepler-264 b,Transit,2014,0,40.80623100,3.330,11.10000,0.249000,0.000000,772,79.48
Kepler-264 c,Transit,2014,0,140.10126100,2.830,8.40000,0.566000,0.000000,511,15.35
Kepler-266 b,Transit,2014,0,6.61833000,2.480,6.71000,0.071000,0.000000,1066,230.40
Kepler-266 c,Transit,2014,0,107.72360100,3.890,14.40000,0.457000,0.000000,421,5.59
Kepler-268 b,Transit,2014,0,25.93413800,2.550,7.04000,0.180000,0.000000,695,64.93
Kepler-268 c,Transit,2014,0,83.44639300,3.380,11.40000,0.391000,0.000000,471,13.66
Kepler-269 b,Transit,2014,0,5.32671800,2.470,6.66000,0.061000,0.000000,1007,730.77
Kepler-269 c,Transit,2014,0,8.12789900,1.690,3.50000,0.081000,0.000000,875,416.58
Kepler-270 b,Transit,2014,0,11.47609400,2.010,4.70000,0.107000,0.000000,984,178.36
Kepler-270 c,Transit,2014,0,25.26288700,1.770,3.78000,0.180000,0.000000,756,62.24
Kepler-273 b,Transit,2014,0,2.93653200,1.500,2.86000,0.037000,0.000000,1209,285.64
Kepler-273 c,Transit,2014,0,8.01492700,1.980,4.58000,0.073000,0.000000,865,74.89
Kepler-274 b,Transit,2014,0,11.63478800,1.540,2.99000,0.101000,0.000000,961,147.81
Kepler-274 c,Transit,2014,0,33.19786100,1.840,4.04000,0.204000,0.000000,678,36.52
Kepler-277 b,Transit,2013,0,17.32400000,2.920,87.30000,0.138500,0.000000,964,198.25
Kepler-277 c,Transit,2013,0,33.00600000,3.360,64.20000,0.212900,0.000000,778,83.90
Kepler-278 b,Transit,2014,0,30.16054600,4.070,15.60000,0.207000,0.040000,836,99.27
Kepler-278 c,Transit,2014,0,51.07877500,3.590,12.60000,0.294000,0.510000,702,49.15
Kepler-28 b,Transit,2011,0,5.91230000,3.600,479.90000,0.062000,0.000000,585,62.58
Kepler-28 c,Transit,2011,0,8.98580000,3.400,432.23000,0.081000,0.000000,509,35.90
Kepler-280 b,Transit,2014,0,2.13954200,1.450,2.70000,0.032000,0.000000,1425,821.89
Kepler-280 c,Transit,2014,0,4.80709100,2.010,4.70000,0.056000,0.000000,1088,279.08
Kepler-283 b,Transit,2014,0,11.00815100,2.130,5.18000,0.082000,0.000000,488,16.26
Kepler-283 c,Transit,2014,0,92.74371100,1.820,3.97000,0.341000,0.000000,240,0.95
Kepler-284 b,Transit,2014,0,12.69914900,2.240,5.65000,0.104000,0.000000,686,38.37
Kepler-284 c,Transit,2014,0,37.51445600,2.610,7.32000,0.213000,0.000000,478,9.04
Kepler-285 b,Transit,2014,0,2.63386700,1.340,2.36000,0.036000,0.000000,1131,428.41
Kepler-285 c,Transit,2014,0,6.18667600,1.120,1.46000,0.064000,0.000000,851,137.07
Kepler-287 b,Transit,2014,0,20.34219900,2.330,6.04000,0.145000,0.000000,667,35.75
Kepler-287 c,Transit,2014,0,44.85189600,3.260,10.70000,0.246000,0.000000,513,12.46
Kepler-29 b,Transit,2011,0,10.33974000,2.550,5.00000,0.091900,0.000000,777,55.90
Kepler-29 c,Transit,2011,0,13.28613000,2.340,4.50000,0.108700,0.000000,715,34.40
Kepler-290 b,Transit,2014,0,14.58934700,2.250,5.69000,0.110000,0.000000,594,22.64
Kepler-290 c,Transit,2014,0,36.77031000,2.700,7.75000,0.205000,0.000000,437,6.60
Kepler-291 b,Transit,2014,0,3.54651100,2.160,5.31000,0.047000,0.000000,1212,627.37
Kepler-291 c,Transit,2014,0,5.70078600,1.880,4.19000,0.065000,0.000000,1035,332.74
Kepler-293 b,Transit,2014,0,19.25419600,3.070,9.64000,0.144000,0.000000,657,28.94
Kepler-293 c,Transit,2014,0,54.15574300,3.830,14.00000,0.286000,0.000000,466,7.29
Kepler-294 b,Transit,2014,0,3.70121200,1.770,3.78000,0.048000,0.000000,1087,329.80
Kepler-294 c,Transit,2014,0,6.62640000,2.710,7.80000,0.071000,0.000000,895,151.49
Kepler-297 b,Transit,2014,0,38.87182600,2.870,48.50000,0.217000,0.000000,509,16.46
Kepler-297 c,Transit,2014,0,74.92013700,6.540,42.10000,0.336000,0.000000,409,6.86
Kepler-300 b,Transit,2014,0,10.44634700,1.670,3.43000,0.094000,0.000000,812,265.19
Kepler-300 c,Transit,2014,0,40.71495500,2.250,5.69000,0.232000,0.000000,516,43.25
Kepler-302 b,Transit,2014,0,30.18410400,4.060,15.50000,0.193000,0.000000,634,31.25
Kepler-302 c,Transit,2014,0,127.28218400,12.450,,0.503000,0.000000,392,4.58
Kepler-303 b,Transit,2014,0,1.93705500,0.890,0.64000,0.024000,0.000000,802,145.44
Kepler-303 c,Transit,2014,0,7.06114900,1.140,1.55000,0.057000,0.000000,521,25.85
Kepler-307 b,Transit,2013,0,10.42080000,2.430,7.44000,0.091700,0.000000,797,59.70
Kepler-307 c,Transit,2013,0,13.07290000,2.200,3.64000,0.106800,0.000000,739,44.00
Kepler-308 b,Transit,2014,0,9.69492800,2.120,5.14000,0.090000,0.000000,833,108.64
Kepler-308 c,Transit,2014,0,15.38231000,2.160,5.31000,0.123000,0.000000,714,58.68
Kepler-309 b,Transit,2014,0,5.92365300,1.560,3.05000,0.059000,0.000000,531,99.49
Kepler-309 c,Transit,2014,0,105.35638300,2.510,6.85000,0.401000,0.000000,204,2.14
Kepler-311 b,Transit,2014,0,9.17609200,1.700,3.53000,0.087000,0.000000,960,201.36
Kepler-311 c,Transit,2014,0,19.73828600,1.430,2.63000,0.145000,0.000000,744,72.46
Kepler-312 b,Transit,2014,0,1.77241900,1.290,2.21000,0.031000,0.000000,1685,4124.02
Kepler-312 c,Transit,2014,0,19.74741200,3.150,10.10000,0.153000,0.000000,754,165.82
Kepler-313 b,Transit,2014,0,14.97041800,2.530,6.94000,0.125000,0.000000,883,143.33
Kepler-313 c,Transit,2014,0,32.27327300,2.570,7.13000,0.208000,0.000000,683,51.50
Kepler-314 b,Transit,2014,0,2.46106900,0.830,0.49800,0.035000,0.000000,1195,488.67
Kepler-314 c,Transit,2014,0,5.96039200,2.900,8.75000,0.064000,0.000000,890,149.98
Kepler-315 b,Transit,2014,0,96.10114100,3.770,13.70000,0.402000,0.000000,409,6.67
Kepler-315 c,Transit,2014,0,265.46933500,4.150,16.10000,0.791000,0.000000,291,1.72
Kepler-316 b,Transit,2014,0,2.24050800,1.060,1.20000,0.027000,0.000000,837,164.78
Kepler-316 c,Transit,2014,0,6.82776600,1.160,1.65000,0.058000,0.000000,577,37.38
Kepler-317 b,Transit,2014,0,5.52424200,2.090,109.80000,0.061000,0.000000,976,151.65
Kepler-317 c,Transit,2014,0,8.77501000,1.720,3.61000,0.083000,0.000000,837,81.76
Kepler-318 b,Transit,2014,0,4.66271500,4.710,19.90000,0.056000,0.000000,1039,333.15
Kepler-318 c,Transit,2014,0,11.81500700,3.680,13.10000,0.105000,0.000000,762,96.51
Kepler-320 b,Transit,2014,0,8.37155400,1.140,1.55000,0.085000,0.000000,1292,280.56
Kepler-320 c,Transit,2014,0,17.93493700,1.370,2.45000,0.142000,0.000000,1002,101.62
Kepler-321 b,Transit,2014,0,4.91537900,1.770,3.78000,0.057000,0.000000,1042,296.15
Kepler-321 c,Transit,2014,0,13.09392100,2.320,5.99000,0.110000,0.000000,752,80.10
Kepler-322 b,Transit,2014,0,1.65388800,1.010,1.01000,0.027000,0.000000,1373,735.18
Kepler-322 c,Transit,2014,0,4.33723400,1.670,3.43000,0.051000,0.000000,996,203.41
Kepler-323 b,Transit,2014,0,1.67832700,1.430,684.40000,0.028000,0.000000,1659,1774.33
Kepler-323 c,Transit,2014,0,3.55382200,1.630,79.70000,0.046000,0.000000,1292,650.01
Kepler-328 b,Transit,2013,0,34.92100000,2.300,28.50000,0.219900,0.000000,602,57.08
Kepler-328 c,Transit,2013,0,71.31200000,5.400,39.40000,0.354000,0.000000,475,22.02
Kepler-329 b,Transit,2014,0,7.41639700,1.400,2.54000,0.061000,0.000000,547,40.69
Kepler-329 c,Transit,2014,0,18.68473700,1.930,4.38000,0.113000,0.000000,402,11.87
Kepler-330 b,Transit,2014,0,8.25978000,1.350,2.39000,0.075000,0.000000,714,66.58
Kepler-330 c,Transit,2014,0,15.95538700,1.950,4.46000,0.116000,0.000000,573,27.68
Kepler-333 b,Transit,2014,0,12.55115800,1.320,28.20000,0.087000,0.000000,480,16.82
Kepler-333 c,Transit,2014,0,24.08821000,1.110,1.41000,0.135000,0.000000,386,7.05
Kepler-335 b,Transit,2014,0,6.56233100,3.390,11.40000,0.075000,0.000000,1290,721.12
Kepler-335 c,Transit,2014,0,67.84446900,3.070,9.64000,0.356000,0.000000,592,32.03
Kepler-337 b,Transit,2014,0,3.29278100,1.540,2.99000,0.045000,0.000000,1458,1589.01
Kepler-337 c,Transit,2014,0,9.69320100,2.050,4.86000,0.093000,0.000000,1017,376.21
Kepler-340 b,Transit,2014,0,14.84438700,2.530,6.94000,0.134000,0.000000,1092,274.32
Kepler-340 c,Transit,2014,0,22.82466900,3.370,11.30000,0.178000,0.000000,946,154.65
Kepler-343 b,Transit,2014,0,8.96855000,2.410,6.39000,0.088000,0.000000,1024,206.07
Kepler-343 c,Transit,2014,0,23.22182000,2.020,4.74000,0.167000,0.000000,746,57.93
Kepler-344 b,Transit,2014,0,21.96394500,2.610,7.32000,0.153000,0.000000,643,27.33
Kepler-344 c,Transit,2014,0,125.59680900,2.950,9.01000,0.488000,0.000000,360,2.67
Kepler-345 b,Transit,2014,0,7.41556300,0.740,0.50000,0.066000,0.000000,622,35.37
Kepler-345 c,Transit,2014,0,9.38742700,1.200,2.20000,0.077000,0.000000,575,25.83
Kepler-346 b,Transit,2014,0,6.51112700,2.660,7.56000,0.071000,0.000000,1008,134.36
Kepler-346 c,Transit,2014,0,23.85154900,3.070,9.64000,0.168000,0.000000,654,23.81
Kepler-347 b,Transit,2014,0,12.79836000,1.970,4.54000,0.110000,0.000000,908,180.55
Kepler-347 c,Transit,2014,0,27.32087100,1.750,3.71000,0.183000,0.000000,705,65.71
Kepler-348 b,Transit,2014,0,7.05677000,1.520,2.92000,0.076000,0.000000,1196,438.94
Kepler-348 c,Transit,2014,0,17.26542700,1.330,2.33000,0.138000,0.000000,888,133.26
Kepler-349 b,Transit,2014,0,5.92977800,1.900,94.50000,0.065000,0.000000,972,248.27
Kepler-349 c,Transit,2014,0,12.24762900,1.960,4.50000,0.105000,0.000000,763,94.49
Kepler-353 b,Transit,2014,0,5.79527800,0.890,0.64000,0.051000,0.000000,534,27.19
Kepler-353 c,Transit,2014,0,8.41089400,1.380,2.48000,0.065000,0.000000,472,16.56
Kepler-355 b,Transit,2014,0,11.03189000,1.460,2.73000,0.102000,0.000000,840,154.80
Kepler-355 c,Transit,2014,0,25.76229400,2.710,7.80000,0.179000,0.000000,633,49.97
Kepler-356 b,Transit,2014,0,4.61269600,1.570,3.09000,0.057000,0.000000,1294,844.98
Kepler-356 c,Transit,2014,0,13.12163200,1.810,3.93000,0.115000,0.000000,913,209.37
Kepler-358 b,Transit,2014,0,34.06046700,2.720,7.85000,0.210000,0.000000,554,21.80
Kepler-358 c,Transit,2014,0,83.48836900,2.850,8.50000,0.381000,0.000000,411,6.60
Kepler-36 b,Transit,2012,0,13.86825000,1.498,3.83000,0.115300,0.000000,978,247.00
Kepler-36 c,Transit,2012,0,16.21865000,3.679,7.13000,0.128300,0.000000,928,191.00
Kepler-360 b,Transit,2014,0,3.28967200,1.650,3.36000,0.044000,0.000000,1116,415.43
Kepler-360 c,Transit,2014,0,7.18643400,2.100,5.06000,0.075000,0.000000,860,146.50
Kepler-361 b,Transit,2014,0,8.48661600,1.450,2.70000,0.086000,0.000000,1060,411.90
Kepler-361 c,Transit,2014,0,55.18802300,2.520,6.90000,0.300000,0.000000,568,33.95
Kepler-362 b,Transit,2014,0,10.32718600,0.880,0.61500,0.087000,0.000000,838,207.34
Kepler-362 c,Transit,2014,0,37.86628100,1.450,2.70000,0.207000,0.000000,543,36.67
Kepler-364 b,Transit,2014,0,25.74571800,1.550,3.02000,0.178000,0.000000,753,68.71
Kepler-364 c,Transit,2014,0,59.98062700,2.150,5.27000,0.312000,0.000000,568,22.23
Kepler-365 b,Transit,2014,0,10.66490300,2.040,4.82000,0.098000,0.000000,865,132.15
Kepler-365 c,Transit,2014,0,17.78412900,1.640,3.33000,0.137000,0.000000,729,66.87
Kepler-366 b,Transit,2014,0,3.28195900,1.460,2.73000,0.045000,0.000000,1326,1873.31
Kepler-366 c,Transit,2014,0,12.51616000,1.790,3.86000,0.110000,0.000000,848,314.93
Kepler-367 b,Transit,2014,0,37.81572400,1.300,2.24000,0.201000,0.000000,401,5.99
Kepler-367 c,Transit,2014,0,53.57863700,1.200,1.87000,0.253000,0.000000,357,3.76
Kepler-368 b,Transit,2014,0,26.84768000,3.260,10.70000,0.186000,0.000000,800,107.58
Kepler-368 c,Transit,2014,0,72.37933400,3.880,14.30000,0.360000,0.000000,575,28.68
Kepler-369 b,Transit,2014,0,2.73275600,1.130,1.51000,0.030000,0.000000,687,40.30
Kepler-369 c,Transit,2014,0,14.87157200,1.410,2.57000,0.094000,0.000000,391,4.21
Kepler-370 b,Transit,2014,0,4.57953000,1.590,3.15000,0.054000,0.000000,1040,361.51
Kepler-370 c,Transit,2014,0,19.02293000,1.910,4.31000,0.140000,0.000000,647,54.20
Kepler-371 b,Transit,2014,0,34.76327800,1.890,4.23000,0.200000,0.000000,554,41.74
Kepler-371 c,Transit,2014,0,67.96801500,1.780,3.82000,0.313000,0.000000,443,17.06
Kepler-373 b,Transit,2014,0,5.53530900,1.360,2.42000,0.060000,0.000000,1054,453.87
Kepler-373 c,Transit,2014,0,16.72594800,1.240,2.07000,0.126000,0.000000,729,103.76
Kepler-375 b,Transit,2014,0,12.12593400,1.450,2.70000,0.101000,0.000000,851,64.44
