Planet Name,Discovery Method,Discovery Year,Controversial Flag,Orbital Period [days],Planet Radius [Earth Radius],Planet Mass [Earth Mass],Orbit Semi-Major Axis [au],Eccentricity,Equilibrium Temperature [K],Insolation Flux [Earth Flux]
K2-72 d,Transit,2016,0,7.76017800,1.010,1.01000,0.050000,0.110000,,5.40
K2-72 e,Transit,2016,0,24.15886800,1.290,2.21000,0.106000,0.110000,,1.20
KOI-1831 d,Transit,2021,0,34.16900000,1.130,2.23000,0.194900,0.000000,475,11.67
KOI-94 b,Transit,2013,0,3.74320800,1.710,10.50000,0.051190,0.250000,1486,1053.18
KOI-94 c,Transit,2013,0,10.42364800,4.320,15.60000,0.101300,0.430000,1012,268.22
KOI-94 d,Transit,2013,0,22.34298900,11.270,106.00000,0.168400,0.022000,806,97.12
KOI-94 e,Transit,2013,0,54.32031000,6.560,35.00000,0.304600,0.019000,584,29.70
Kepler-102 b,Transit,2014,0,5.28696000,0.470,4.30000,0.055200,0.000000,792,90.33
Kepler-102 c,Transit,2014,0,7.07142000,0.580,3.00000,0.067000,0.000000,719,61.32
Kepler-102 d,Transit,2014,0,10.31170000,1.180,3.80000,0.086200,0.000000,634,37.04
Kepler-102 e,Transit,2013,0,16.14570000,2.220,8.93000,0.116200,0.000000,546,20.39
Kepler-102 f,Transit,2014,0,27.45360000,0.880,5.20000,0.165500,0.000000,457,10.05
Kepler-106 b,Transit,2014,0,6.16486000,0.820,5.30000,0.064800,0.000000,1021,277.22
Kepler-106 c,Transit,2014,0,13.57080000,2.500,10.44000,0.109600,0.000000,785,96.91
Kepler-106 d,Transit,2014,0,23.98020000,0.950,8.10000,0.160200,0.000000,649,45.36
Kepler-106 e,Transit,2014,0,43.84450000,2.560,11.17000,0.239500,0.000000,531,20.29
Kepler-107 b,Transit,2014,0,3.18002180,1.536,3.51000,0.045440,0.000000,1593,1175.38
Kepler-107 c,Transit,2014,0,4.90145200,1.597,9.39000,0.060640,0.000000,1379,659.65
Kepler-107 d,Transit,2014,0,7.95839000,0.860,3.80000,0.083770,0.000000,1173,346.11
Kepler-107 e,Transit,2014,0,14.74914300,2.903,8.60000,0.126390,0.000000,955,151.94
Kepler-11 b,Transit,2010,0,10.30390000,1.800,1.90000,0.091000,0.045000,849,146.36
Kepler-11 c,Transit,2010,0,13.02410000,2.870,2.90000,0.107000,0.026000,786,107.22
Kepler-11 d,Transit,2010,0,22.68450000,3.120,7.30000,0.155000,0.004000,653,51.12
Kepler-11 e,Transit,2010,0,31.99960000,4.190,8.00000,0.195000,0.012000,582,32.34
Kepler-11 f,Transit,2010,0,46.68880000,2.490,2.00000,0.250000,0.013000,513,19.53
Kepler-11 g,Transit,2010,0,118.38070000,3.330,25.00000,0.466000,0.150000,376,5.65
Kepler-122 b,Transit,2014,0,5.76619300,2.340,6.08000,0.064000,0.000000,1159,448.10
Kepler-122 c,Transit,2014,0,12.46598800,5.870,29.00000,0.108000,0.000000,897,160.50
Kepler-122 d,Transit,2014,0,21.58747500,2.200,5.48000,0.155000,0.000000,747,77.14
Kepler-122 e,Transit,2014,0,37.99327300,2.600,27.70000,0.227000,0.000000,618,36.30
Kepler-122 f,Transit Timing Variations,2014,0,56.26800000,1.750,36.00000,0.287000,0.000000,543,21.52
Kepler-132 b,Transit,2014,0,6.17819600,1.210,1.92000,0.067000,0.000000,1082,292.35
Kepler-132 c,Transit,2014,0,6.41491400,1.280,2.18000,0.068000,0.000000,1069,278.29
Kepler-132 d,Transit,2014,0,18.01019900,1.550,3.02000,0.136000,0.000000,758,70.21
Kepler-132 e,Transit,2016,0,110.28693740,1.180,1.76000,0.439300,0.000000,414,6.27
Kepler-1388 b,Transit,2016,0,12.28546030,2.590,7.22000,0.088200,0.000000,434,17.67
Kepler-1388 c,Transit,2016,0,5.53608151,2.260,5.73000,0.051900,0.000000,566,51.04
Kepler-1388 d,Transit,2016,0,20.95681580,2.860,8.55000,0.126000,0.000000,363,8.66
Kepler-1388 e,Transit,2016,0,37.63270840,2.460,6.62000,0.186100,0.000000,299,3.97
Kepler-150 b,Transit,2014,0,3.42805400,1.250,2.10000,0.044000,0.000000,1131,367.26
Kepler-150 c,Transit,2014,0,7.38199800,3.690,13.20000,0.073000,0.000000,876,132.09
Kepler-150 d,Transit,2014,0,12.56093000,2.790,8.20000,0.104000,0.000000,734,65.14
Kepler-150 e,Transit,2014,0,30.82655700,3.120,9.91000,0.189000,0.000000,544,19.67
Kepler-150 f,Transit,2017,0,637.20930000,3.640,12.90000,1.240000,,,
Kepler-154 b,Transit,2014,0,33.04053200,2.260,5.73000,0.198000,0.000000,561,28.11
Kepler-154 c,Transit,2014,0,62.30327600,2.950,9.01000,0.303000,0.000000,454,12.07
Kepler-154 d,Transit,2016,0,20.54981883,3.840,14.10000,0.141500,0.000000,657,53.00
Kepler-154 e,Transit,2016,0,3.93276465,1.500,2.86000,0.047000,0.000000,1140,480.40
Kepler-154 f,Transit,2016,0,9.91935684,1.500,2.86000,0.087100,0.000000,838,139.88
Kepler-1542 b,Transit,2016,0,3.95116882,0.760,0.36300,0.047900,0.000000,1160,518.44
Kepler-1542 c,Transit,2016,0,2.89223021,0.650,0.20800,0.038900,0.000000,1287,786.08
Kepler-1542 d,Transit,2016,0,5.99273738,0.870,0.59000,0.063200,0.000000,1010,297.81
Kepler-1542 e,Transit,2016,0,5.10115756,0.760,0.36300,0.056700,0.000000,1065,370.00
Kepler-167 b,Transit,2014,0,4.39315390,1.718,3.60000,0.048250,0.000000,918,122.50
Kepler-167 c,Transit,2014,0,7.40610600,1.674,3.44000,0.068400,0.000000,771,61.18
Kepler-167 d,Transit,2016,0,21.80379000,1.238,2.06000,0.140400,0.000000,538,14.49
Kepler-167 e,Transit,2016,0,1071.23205000,10.160,321.00669,1.883000,0.290000,134,0.08
Kepler-169 b,Transit,2014,0,3.25061900,1.130,1.51000,0.040000,0.000000,962,195.22
Kepler-169 c,Transit,2014,0,6.19546900,1.210,1.92000,0.062000,0.000000,776,82.85
Kepler-169 d,Transit,2014,0,8.34812500,1.250,2.10000,0.075000,0.000000,702,55.53
Kepler-169 e,Transit,2014,0,13.76710200,2.200,5.48000,0.105000,0.000000,595,28.55
Kepler-169 f,Transit,2014,0,87.09019500,2.580,7.18000,0.359000,0.000000,321,2.44
Kepler-172 b,Transit,2014,0,2.94030900,2.350,6.12000,0.040000,0.000000,1256,639.48
Kepler-172 c,Transit,2014,0,6.38899600,2.860,8.55000,0.068000,0.000000,970,227.22
Kepler-172 d,Transit,2014,0,14.62711900,2.250,5.69000,0.118000,0.000000,736,75.29
Kepler-172 e,Transit,2014,0,35.11873600,2.760,8.05000,0.211000,0.000000,550,23.43
Kepler-176 b,Transit,2014,0,5.43307400,1.430,2.63000,0.058000,0.000000,841,123.80
Kepler-176 c,Transit,2014,0,12.75971200,2.600,23.00000,0.102000,0.000000,633,39.63
Kepler-176 d,Transit,2014,0,25.75197400,2.510,15.20000,0.163000,0.000000,501,15.54
Kepler-176 e,Transit,2016,0,51.16579000,1.450,2.70000,0.249400,0.000000,398,6.22
Kepler-186 b,Transit,2014,0,3.88679070,1.070,1.24000,0.034300,0.000000,571,37.37
Kepler-186 c,Transit,2014,0,7.26730200,1.250,2.10000,0.045100,0.000000,464,13.98
Kepler-186 d,Transit,2014,0,13.34299600,1.400,2.54000,0.078100,0.000000,379,7.20
Kepler-186 e,Transit,2014,0,22.40770400,1.270,2.15000,0.110000,0.000000,319,3.61
Kepler-186 f,Transit,2014,1,129.94410000,1.170,1.71000,0.432000,0.040000,177,0.30
Kepler-197 b,Transit,2014,0,5.59930800,1.020,1.04000,0.060000,0.020000,1142,431.26
Kepler-197 c,Transit,2014,0,10.34969500,1.230,5.30000,0.090000,0.080000,930,189.97
Kepler-197 d,Transit,2014,0,15.67756300,1.220,1.98000,0.119000,0.030000,810,109.09
Kepler-197 e,Transit,2014,0,25.20971500,0.910,0.69300,0.164000,0.380000,691,57.94
Kepler-20 b,Transit,2011,0,3.69611525,1.868,9.70000,0.046300,0.030000,1105,324.11
Kepler-20 c,Transit,2011,0,10.85409089,3.047,12.75000,0.094900,0.160000,772,77.02
Kepler-20 d,Transit,2011,0,77.61130017,2.744,10.07000,0.350600,0.000000,401,5.59
Kepler-20 e,Transit,2011,0,6.09852281,0.865,3.08000,0.063900,0.000000,1040,166.00
Kepler-20 f,Transit,2011,0,19.57758478,1.003,14.30000,0.139600,0.000000,705,35.07
Kepler-20 g,Radial Velocity,2016,0,34.94000000,4.710,19.96000,0.205500,0.150000,524,
Kepler-208 b,Transit,2014,0,4.22864000,1.630,3.29000,0.054000,0.000000,1379,639.58
Kepler-208 c,Transit,2014,0,7.46662300,1.390,2.51000,0.079000,0.000000,1141,300.17
Kepler-208 d,Transit,2014,0,11.13178600,1.200,1.87000,0.103000,0.000000,999,176.28
Kepler-208 e,Transit,2014,0,16.25945800,1.480,2.79000,0.132000,0.000000,880,106.34
Kepler-215 b,Transit,2014,0,9.36067200,1.620,3.26000,0.084000,0.000000,784,105.07
Kepler-215 c,Transit,2014,0,14.66710800,1.770,3.78000,0.113000,0.000000,675,57.69
Kepler-215 d,Transit,2014,0,30.86442300,2.390,23.60000,0.185000,0.000000,527,21.40
Kepler-215 e,Transit,2014,0,68.16101000,1.750,3.71000,0.314000,0.000000,405,7.44
Kepler-220 b,Transit,2014,0,4.15980700,0.810,0.45700,0.046000,0.000000,759,105.00
Kepler-220 c,Transit,2014,0,9.03419900,1.570,3.09000,0.076000,0.000000,586,37.32
Kepler-220 d,Transit,2014,0,28.12239700,0.980,0.90400,0.163000,0.000000,401,8.21
Kepler-220 e,Transit,2014,0,45.90273300,1.330,2.33000,0.226000,0.000000,341,4.27
Kepler-221 b,Transit,2014,0,2.79590600,1.710,3.57000,0.037000,0.000000,1090,308.88
Kepler-221 c,Transit,2014,0,5.69058600,2.930,15.10000,0.059000,0.000000,860,119.84
Kepler-221 d,Transit,2014,0,10.04156000,2.730,7.90000,0.087000,0.000000,712,56.29
Kepler-221 e,Transit,2014,0,18.36991700,2.630,7.41000,0.130000,0.000000,582,25.16
Kepler-223 b,Transit,2014,0,7.38449000,2.990,7.40000,0.075600,0.078000,1042,444.05
Kepler-223 c,Transit,2014,0,9.84564000,3.440,5.10000,0.091600,0.150000,947,302.47
Kepler-223 d,Transit,2014,0,14.78869000,5.240,8.00000,0.120100,0.037000,827,175.95
Kepler-223 e,Transit,2014,0,19.72567000,4.600,4.80000,0.145500,0.051000,751,119.88
Kepler-224 b,Transit,2014,0,3.13292400,1.390,2.51000,0.038000,0.000000,937,201.49
Kepler-224 c,Transit,2014,0,5.92500300,3.120,9.91000,0.058000,0.000000,758,86.33
Kepler-224 d,Transit,2014,0,11.34939300,2.300,5.90000,0.089000,0.000000,610,36.29
Kepler-224 e,Transit,2014,0,18.64357700,1.970,4.54000,0.124000,0.000000,517,18.73
Kepler-235 b,Transit,2014,0,3.34022200,2.230,5.60000,0.037000,0.000000,731,44.00
Kepler-235 c,Transit,2014,0,7.82490400,1.280,2.18000,0.065000,0.000000,555,14.20
Kepler-235 d,Transit,2014,0,20.06054800,2.050,4.86000,0.122000,0.000000,401,4.03
Kepler-235 e,Transit,2014,0,46.18366900,2.220,5.56000,0.213000,0.000000,306,1.33
Kepler-238 b,Transit,2014,0,2.09087600,1.730,3.64000,0.034000,0.000000,1642,2500.59
Kepler-238 c,Transit,2014,0,6.15555700,2.390,6.30000,0.069000,0.000000,1146,592.30
Kepler-238 d,Transit,2014,0,13.23354900,3.070,9.64000,0.115000,0.000000,888,213.48
Kepler-238 e,Transit,2013,0,23.65400000,5.600,169.70000,0.165800,0.000000,731,98.46
Kepler-238 f,Transit,2013,0,50.44700000,2.000,13.50000,0.274700,0.000000,568,35.87
Kepler-24 b,Transit,2011,0,8.14530000,2.400,508.50000,0.080000,0.000000,1050,252.25
Kepler-24 c,Transit,2011,0,12.33350000,2.800,508.50000,0.106000,0.000000,915,144.83
Kepler-24 d,Transit,2014,0,4.24438400,1.670,3.43000,0.051000,0.000000,1305,601.89
Kepler-24 e,Transit,2014,0,18.99835500,2.780,8.15000,0.138000,0.000000,792,81.51
Kepler-245 b,Transit,2014,0,7.49019000,2.570,7.13000,0.071000,0.000000,753,77.75
Kepler-245 c,Transit,2014,0,17.46081200,2.180,225.60000,0.124000,0.000000,568,25.15
Kepler-245 d,Transit,2014,0,36.27710800,3.030,21.60000,0.202000,0.000000,445,9.49
Kepler-245 e,Transit,2016,0,3.21982106,1.750,3.71000,0.040000,0.000000,998,240.15
Kepler-251 b,Transit,2014,0,4.79093600,1.330,2.33000,0.053000,0.000000,990,203.17
Kepler-251 c,Transit,2014,0,16.51404300,2.770,8.10000,0.122000,0.000000,655,38.95
Kepler-251 d,Transit,2014,0,30.13300100,2.770,8.10000,0.182000,0.000000,536,17.48
Kepler-251 e,Transit,2014,0,99.64016100,2.770,8.10000,0.404000,0.000000,360,3.55
Kepler-256 b,Transit,2014,0,1.62049300,1.590,3.15000,0.027000,0.000000,1681,1225.93
Kepler-256 c,Transit,2014,0,3.38802000,2.150,5.27000,0.045000,0.000000,1315,457.07
Kepler-256 d,Transit,2014,0,5.83917200,2.480,6.71000,0.064000,0.000000,1097,221.10
Kepler-256 e,Transit,2014,0,10.68157200,2.350,6.12000,0.096000,0.000000,897,98.90
Kepler-26 b,Transit,2011,0,12.28000000,2.780,5.12000,0.085510,0.000000,431,7.60
Kepler-26 c,Transit,2011,0,17.25590000,2.720,6.20000,0.107250,0.000000,385,4.82
Kepler-26 d,Transit,2014,0,3.54391900,1.070,1.24000,0.039000,0.000000,652,31.79
Kepler-26 e,Transit,2014,0,46.82791500,2.410,6.39000,0.220000,0.000000,276,1.75
Kepler-265 b,Transit,2014,0,6.84626200,1.860,4.12000,0.069000,0.000000,1022,220.33
Kepler-265 c,Transit,2014,0,17.02893700,2.630,7.41000,0.127000,0.000000,755,65.36
Kepler-265 d,Transit,2014,0,43.13061700,2.490,6.76000,0.236000,0.000000,554,18.94
Kepler-265 e,Transit,2014,0,67.83102400,2.590,7.22000,0.319000,0.000000,476,10.35
Kepler-282 b,Transit,2014,0,9.22052400,1.010,1.01000,0.082000,0.000000,817,195.94
Kepler-282 c,Transit,2014,0,13.63872300,1.200,1.87000,0.106000,0.000000,717,116.12
Kepler-282 d,Transit,2013,0,24.80600000,2.460,61.00000,0.154000,0.000000,588,52.35
Kepler-282 e,Transit,2013,0,44.34700000,3.100,56.20000,0.226900,0.000000,484,24.11
Kepler-286 b,Transit,2014,0,1.79630200,1.240,2.07000,0.027000,0.000000,1367,925.92
