Planet Name,Discovery Method,Discovery Year,Controversial Flag,Orbital Period [days],Planet Radius [Earth Radius],Planet Mass [Earth Mass],Orbit Semi-Major Axis [au],Eccentricity,Equilibrium Temperature [K],Insolation Flux [Earth Flux]
Kepler-286 c,Transit,2014,0,3.46809500,1.370,2.45000,0.042000,0.000000,1098,384.29
Kepler-286 d,Transit,2014,0,5.91432300,1.330,2.33000,0.061000,0.000000,919,188.48
Kepler-286 e,Transit,2014,0,29.22128900,1.770,3.78000,0.176000,0.000000,539,22.40
Kepler-292 b,Transit,2014,0,2.58082700,1.320,2.30000,0.035000,0.000000,1130,394.30
Kepler-292 c,Transit,2014,0,3.71533500,1.470,2.76000,0.045000,0.000000,1001,242.42
Kepler-292 d,Transit,2014,0,7.05567900,2.230,5.60000,0.068000,0.000000,808,103.00
Kepler-292 e,Transit,2014,0,11.97901000,2.670,7.61000,0.097000,0.000000,678,50.92
Kepler-292 f,Transit,2014,0,20.83423700,2.350,6.12000,0.141000,0.000000,563,24.32
Kepler-296 b,Transit,2014,0,10.86438400,1.610,3.22000,0.079000,0.330000,495,6.50
Kepler-296 c,Transit,2014,0,5.84163660,2.000,4.66000,0.052100,0.330000,606,14.80
Kepler-296 d,Transit,2014,0,19.85029100,2.090,5.02000,0.118000,0.330000,403,2.90
Kepler-296 e,Transit,2014,0,34.14211000,1.530,2.96000,0.169000,0.330000,337,1.41
Kepler-296 f,Transit,2014,0,63.33627000,1.800,3.89000,0.255000,0.330000,274,0.62
Kepler-299 b,Transit,2014,0,2.92712800,1.320,2.30000,0.040000,0.000000,1258,622.07
Kepler-299 c,Transit,2014,0,6.88587500,2.650,7.51000,0.070000,0.000000,946,198.55
Kepler-299 d,Transit,2014,0,15.05478600,1.860,4.12000,0.118000,0.000000,729,69.96
Kepler-299 e,Transit,2014,0,38.28548900,1.870,4.16000,0.220000,0.000000,534,20.17
Kepler-304 b,Transit,2014,0,3.29570900,2.860,8.55000,0.039000,0.000000,875,139.15
Kepler-304 c,Transit,2014,0,5.31594600,2.170,5.35000,0.054000,0.000000,746,73.60
Kepler-304 d,Transit,2014,0,9.65347100,2.750,8.00000,0.080000,0.000000,611,33.16
Kepler-304 e,Transit,2016,0,1.49914695,1.200,1.87000,0.023200,0.000000,1137,397.25
Kepler-305 b,Transit,2013,0,5.48700000,3.600,10.50000,0.057100,0.000000,836,112.91
Kepler-305 c,Transit,2013,0,8.29100000,3.300,6.00000,0.075200,0.000000,728,65.10
Kepler-305 d,Transit,2014,0,16.73866100,2.710,9.10000,0.121000,0.000000,576,25.52
Kepler-305 e,Transit,2020,0,3.20538000,1.794,3.87000,0.039900,0.000000,1000,236.11
Kepler-306 b,Transit,2014,0,4.64618600,1.520,2.92000,0.050000,0.000000,830,127.25
Kepler-306 c,Transit,2014,0,7.24019300,2.350,6.12000,0.067000,0.000000,716,70.45
Kepler-306 d,Transit,2014,0,17.32664400,2.470,6.66000,0.120000,0.000000,535,21.98
Kepler-306 e,Transit,2014,0,44.84097500,2.270,5.77000,0.227000,0.000000,390,6.18
Kepler-32 b,Transit,2011,0,5.90124000,2.200,1303.00000,0.050000,0.000000,514,22.02
Kepler-32 c,Transit,2011,0,8.75220000,2.000,158.90000,0.090000,0.000000,451,10.68
Kepler-32 d,Transit,2012,0,22.78020000,2.700,7.75000,0.130000,0.000000,328,3.63
Kepler-32 e,Transit,2012,0,2.89600000,1.500,2.86000,0.033000,0.000000,652,56.65
Kepler-32 f,Transit,2012,0,0.74296000,0.820,0.47700,0.013000,0.000000,1026,349.64
Kepler-324 b,Transit,2014,0,4.38531500,1.140,1.55000,0.050000,0.000000,935,194.34
Kepler-324 c,Transit,2014,0,51.80561200,3.150,10.10000,0.260000,0.000000,410,7.23
Kepler-324 e,Transit,2021,0,13.97939968,2.039,4.81000,0.107400,0.000000,635,38.44
Kepler-33 b,Transit,2011,0,5.66793000,1.740,3.68000,0.067700,0.000000,1336,744.01
Kepler-33 c,Transit,2011,0,13.17562000,3.200,0.39000,0.118900,0.000000,1009,241.76
Kepler-33 d,Transit,2011,0,21.77596000,5.350,3.91000,0.166200,0.000000,853,123.69
Kepler-33 e,Transit,2011,0,31.78440000,4.020,5.57000,0.213800,0.000000,752,74.72
Kepler-33 f,Transit,2011,0,41.02902000,4.460,9.60000,0.253500,0.000000,691,53.18
Kepler-338 b,Transit,2014,0,13.72697600,2.440,30.60000,0.117000,0.040000,1005,256.61
Kepler-338 c,Transit,2014,0,24.31085600,2.340,6.08000,0.172000,0.030000,831,119.65
Kepler-338 d,Transit,2014,0,44.43101400,3.000,9.27000,0.257000,0.030000,680,53.56
Kepler-338 e,Transit Timing Variations,2014,0,9.34100000,1.560,8.50000,0.089300,0.050000,1143,428.52
Kepler-341 b,Transit,2014,0,5.19552800,1.180,1.76000,0.060000,0.000000,1085,422.10
Kepler-341 c,Transit,2014,0,8.01041000,1.700,3.53000,0.080000,0.000000,940,237.43
Kepler-341 d,Transit,2014,0,27.66631300,1.850,4.08000,0.182000,0.000000,622,45.42
Kepler-341 e,Transit,2014,0,42.47326900,1.990,4.62000,0.242000,0.000000,539,25.67
Kepler-342 b,Transit,2014,0,15.17031800,2.250,5.69000,0.128000,0.000000,905,160.26
Kepler-342 c,Transit,2014,0,26.23413800,1.960,4.50000,0.185000,0.000000,754,77.29
Kepler-342 d,Transit,2014,0,39.45935700,2.490,6.76000,0.242000,0.000000,658,44.83
Kepler-342 e,Transit,2016,0,1.64422461,0.880,0.61500,0.029300,0.000000,1897,3111.32
Kepler-37 b,Transit,2013,0,13.36731000,0.296,3.17830,0.100300,0.000000,656,43.31
Kepler-37 c,Transit,2013,0,21.30200000,0.750,12.00000,0.136800,0.090000,564,22.79
Kepler-37 d,Transit,2013,0,39.79220000,1.940,12.20000,0.207600,0.150000,458,9.90
Kepler-37 e,Transit Timing Variations,2014,0,51.19600000,0.370,0.02750,0.246000,0.000000,401,
Kepler-402 b,Transit,2014,0,4.02875100,1.220,1.98000,0.051000,0.000000,1311,619.84
Kepler-402 c,Transit,2014,0,6.12482100,1.560,3.05000,0.068000,0.000000,1140,353.97
Kepler-402 d,Transit,2014,0,8.92109900,1.380,2.48000,0.087000,0.000000,1006,214.28
Kepler-402 e,Transit,2014,0,11.24286100,1.460,2.73000,0.102000,0.000000,931,157.48
Kepler-411 b,Transit,2013,0,3.00515600,2.401,25.60000,0.037500,0.146000,1138,191.27
Kepler-411 c,Transit,2016,0,7.83443500,4.421,26.40000,0.073900,0.108000,838,53.33
Kepler-411 d,Transit,2018,0,58.02035000,3.319,15.20000,0.279000,0.128000,410,3.70
Kepler-411 e,Transit Timing Variations,2018,0,31.50972800,3.280,10.80000,0.186000,0.016000,503,
Kepler-444 b,Transit,2015,0,3.60010530,0.403,0.03740,0.041780,0.160000,938,225.74
Kepler-444 c,Transit,2015,0,4.54588410,0.497,0.07930,0.048810,0.310000,868,165.73
Kepler-444 d,Transit,2015,0,6.18939200,0.530,0.20000,0.060000,0.180000,783,109.64
Kepler-444 e,Transit,2015,0,7.74349300,0.546,0.10000,0.069600,0.100000,727,81.34
Kepler-444 f,Transit,2015,0,9.74048600,0.741,0.33200,0.081100,0.290000,673,59.91
Kepler-48 b,Transit,2012,0,4.77800000,1.880,3.94000,0.052800,0.000000,932,173.12
Kepler-48 c,Transit,2012,0,9.67395000,2.710,14.61000,0.084500,0.000000,736,67.59
Kepler-48 d,Transit,2014,0,42.89610000,2.040,7.93000,0.227900,0.000000,448,9.29
Kepler-48 e,Radial Velocity,2014,0,982.00000000,13.400,657.00000,,,,
Kepler-49 b,Transit,2012,0,7.20379450,2.720,8.00000,0.059290,0.000000,509,21.48
Kepler-49 c,Transit,2012,0,10.91293430,2.550,5.90000,0.078210,0.000000,443,12.34
Kepler-49 d,Transit,2014,0,2.57654900,1.600,3.19000,0.031000,0.000000,717,64.39
Kepler-49 e,Transit,2014,0,18.59610800,1.560,3.05000,0.116000,0.000000,371,6.06
Kepler-55 b,Transit,2012,0,27.94814490,2.430,43.00000,0.159300,0.000000,400,6.64
Kepler-55 c,Transit,2012,0,42.15164180,2.210,69.80000,0.209500,0.000000,349,3.84
Kepler-55 d,Transit,2014,0,2.21109900,1.590,3.15000,0.029000,0.000000,931,195.00
Kepler-55 e,Transit,2014,0,4.61753400,1.550,3.02000,0.048000,0.000000,728,73.16
Kepler-55 f,Transit,2014,0,10.19854500,1.590,3.15000,0.081000,0.000000,559,25.44
Kepler-62 b,Transit,2013,0,5.71493200,1.310,9.00000,0.055300,0.000000,750,80.33
Kepler-62 c,Transit,2013,0,12.44170000,0.540,4.00000,0.092900,0.000000,578,28.49
Kepler-62 d,Transit,2013,0,18.16406000,1.950,14.00000,0.120000,0.000000,510,17.21
Kepler-62 e,Transit,2013,0,122.38740000,1.610,36.00000,0.427000,0.000000,270,1.35
Kepler-62 f,Transit,2013,0,267.29100000,1.410,35.00000,0.718000,0.000000,208,0.48
Kepler-65 b,Transit,2012,0,2.15491000,1.420,2.40000,0.035000,0.028000,1740,2316.09
Kepler-65 c,Transit,2012,0,5.85994400,2.580,5.40000,0.068000,0.020000,1246,609.99
Kepler-65 d,Transit,2012,0,8.13123000,1.520,4.14000,0.084000,0.014000,1117,394.55
Kepler-65 e,Radial Velocity,2019,0,258.80000000,13.900,260.00000,,0.283000,,
Kepler-758 b,Transit,2016,0,12.10971040,2.480,6.71000,0.101900,0.000000,1005,349.19
Kepler-758 c,Transit,2016,0,4.75793986,1.690,3.50000,0.054700,0.000000,1372,1211.82
Kepler-758 d,Transit,2016,0,20.49661970,2.120,5.14000,0.144700,0.000000,843,173.17
Kepler-758 e,Transit,2016,0,8.19347190,1.530,2.96000,0.078500,0.000000,1144,588.40
Kepler-79 b,Transit,2012,0,13.48450000,3.470,10.90000,0.117000,0.015000,929,205.40
Kepler-79 c,Transit,2012,0,27.40290000,3.720,5.90000,0.187000,0.030000,734,79.77
Kepler-79 d,Transit,2014,0,52.09020000,7.160,6.00000,0.287000,0.025000,592,33.87
Kepler-79 e,Transit,2014,0,81.06590000,3.490,4.10000,0.386000,0.012000,511,18.78
Kepler-80 b,Transit,2012,0,7.05246000,2.670,6.93000,0.064800,0.000000,547,54.38
Kepler-80 c,Transit,2012,0,9.52355000,2.740,6.74000,0.079200,0.000000,495,36.48
Kepler-80 d,Transit,2014,0,3.07222000,1.530,6.75000,0.037200,0.000000,722,164.62
Kepler-80 e,Transit,2014,0,4.64489000,1.600,4.13000,0.049100,0.000000,629,94.78
Kepler-80 f,Transit,2016,0,0.98678730,1.210,1.92000,0.017500,0.000000,1054,750.96
Kepler-80 g,Transit,2017,0,14.64558000,1.130,1.51000,,,418,
Kepler-82 b,Transit,2012,0,26.44000000,4.070,12.15000,0.168300,0.003300,562,19.56
Kepler-82 c,Transit,2012,0,51.54000000,5.340,13.90000,0.262600,0.007000,450,8.04
Kepler-82 d,Transit,2014,0,2.38296100,1.770,3.78000,0.034000,0.000000,1253,484.35
Kepler-82 e,Transit,2014,0,5.90220600,2.470,6.66000,0.063000,0.000000,926,144.34
Kepler-82 f,Transit Timing Variations,2019,0,75.73200000,4.840,20.90000,0.339500,0.001400,,
Kepler-84 b,Transit,2012,0,8.72600000,2.230,40.00000,0.082700,0.000000,985,222.19
Kepler-84 c,Transit,2012,0,12.88300000,2.360,20.20000,0.107200,0.000000,865,132.23
Kepler-84 d,Transit,2014,0,4.22453700,1.380,2.48000,0.052000,0.000000,1254,584.24
Kepler-84 e,Transit,2014,0,27.43438900,2.600,7.27000,0.181000,0.000000,672,48.29
Kepler-84 f,Transit,2014,0,44.55216900,2.200,5.48000,0.250000,0.000000,572,25.30
Kepler-85 b,Transit,2012,0,8.30600000,1.970,4.54000,0.076600,0.000000,809,107.03
Kepler-85 c,Transit,2012,0,12.51300000,2.180,20.90000,0.100700,0.000000,706,61.93
Kepler-85 d,Transit,2014,0,17.91323000,1.200,1.87000,0.130000,0.000000,626,38.39
Kepler-85 e,Transit,2014,0,25.21675100,1.270,0.60000,0.163000,0.000000,559,24.32
L 98-59 b,Transit,2019,0,2.25311360,0.850,0.40000,0.021910,0.103000,627,24.70
L 98-59 c,Transit,2019,0,3.69067770,1.385,2.22000,0.030400,0.103000,553,12.80
L 98-59 d,Transit,2019,0,7.45072450,1.521,1.94000,0.048600,0.074000,416,5.01
L 98-59 e,Radial Velocity,2021,0,12.79600000,1.560,3.06000,0.071700,0.128000,342,
TOI-1246 b,Transit,2022,0,4.30744000,3.010,8.10000,0.049000,,955,196.00
TOI-1246 c,Transit,2022,0,5.90414400,2.510,8.80000,0.061000,,860,129.00
TOI-1246 d,Transit,2022,0,18.65590000,3.510,5.30000,0.131000,,586,28.00
TOI-1246 e,Transit,2022,0,37.92160000,3.780,14.80000,0.211000,,462,11.00
TOI-178 b,Transit,2021,0,1.91455800,1.152,1.50000,0.026070,,1040,
TOI-178 c,Transit,2021,0,3.23845000,1.669,4.77000,0.037000,,873,97.62
TOI-178 d,Transit,2021,0,6.55770000,2.572,3.01000,0.059200,,690,38.10
TOI-178 e,Transit,2021,0,9.96188100,2.207,3.86000,0.078300,,600,21.82
TOI-178 f,Transit,2021,0,15.23191500,2.287,7.72000,0.103900,,521,
TOI-178 g,Transit,2021,0,20.70950000,2.870,3.94000,0.127500,,470,19.50
TOI-500 b,Transit,2022,0,0.54817700,1.166,1.42000,0.011890,0.063000,1617,1138.00
TOI-500 c,Radial Velocity,2022,0,6.63560000,2.090,5.03000,,0.072000,,
TOI-500 d,Radial Velocity,2022,0,26.23300000,6.350,33.12000,,0.016000,,
TOI-500 e,Radial Velocity,2022,0,61.30000000,3.990,15.05000,,0.073000,,
TOI-561 b,Transit,2020,0,0.44657800,1.423,1.59000,0.010550,0.000000,2480,4383.42
TOI-561 c,Transit,2020,0,10.77900000,2.878,5.40000,0.088090,0.060000,860,73.35
TOI-561 d,Transit,2020,1,25.62000000,2.530,11.95000,0.156900,0.051000,,
TOI-561 e,Transit,2020,1,77.23000000,2.670,16.00000,0.327400,0.061000,,
TOI-561 f,Transit,2020,1,16.28700000,2.320,3.00000,0.117400,0.000000,750,36.03
TRAPPIST-1 b,Transit,2016,0,1.51082600,1.116,1.37400,0.011540,0.006220,400,4.15
TRAPPIST-1 c,Transit,2016,0,2.42193700,1.097,1.30800,0.015800,0.006540,342,2.21
TRAPPIST-1 d,Transit,2016,0,4.04921900,0.788,0.38800,0.022270,0.008370,288,1.11
TRAPPIST-1 e,Transit,2017,0,6.10101300,0.920,0.69200,0.029250,0.005100,251,0.65
TRAPPIST-1 f,Transit,2017,0,9.20754000,1.045,1.03900,0.038490,0.010070,219,0.37
TRAPPIST-1 g,Transit,2017,0,12.35244600,1.129,1.32100,0.046830,0.002080,199,0.25
TRAPPIST-1 h,Transit,2017,0,18.77286600,0.755,0.32600,0.061890,0.005670,173,0.14
V1298 Tau b,Transit,2019,0,24.13960000,10.270,74.90000,0.168800,0.290000,677,35.00
V1298 Tau c,Transit,2019,0,8.24958000,5.590,26.70000,0.082500,0.430000,968,146.00
V1298 Tau d,Transit,2019,0,12.40320000,6.410,33.60000,0.108300,0.210000,845,85.00
V1298 Tau e,Transit,2019,0,60.00000000,8.740,57.00000,0.308000,0.570000,492,10.00
WASP-47 b,Transit,2012,0,4.15914920,12.640,363.60000,0.052000,0.002800,1275,534.00
WASP-47 c,Radial Velocity,2015,0,588.80000000,13.500,500.00000,1.393000,0.295000,247,
WASP-47 d,Transit,2015,0,9.03055000,3.567,14.20000,0.085000,0.010000,,190.00
WASP-47 e,Transit,2015,0,0.78959330,1.808,6.77000,0.016730,0.030000,,4895.00
tau Cet e,Radial Velocity,2017,0,162.87000000,1.810,3.93000,0.538000,0.180000,,
tau Cet f,Radial Velocity,2017,0,636.13000000,1.810,3.93000,1.334000,0.160000,,
tau Cet g,Radial Velocity,2017,0,20.00000000,1.180,1.75000,0.133000,0.060000,,
tau Cet h,Radial Velocity,2017,0,49.41000000,1.190,1.83000,0.243000,0.230000,,
